swen	PG.Masc.Akk.Sg.st	swen	swër
zil	NA.Neut.Akk.Sg.st	zil	zil
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
kumber	NA.Masc.Akk.Sg.st	kumber	kumber
müeze	VMFIN.Subj.Pres.Sg.3	müeze	müèzen
lîden	VVINF	lîden	lîden
oder	KON	oder	oder
daz	DDART.Neut.Akk.Sg.*	daz	dër
beste	ADJA.Sup.Neut.Akk.Sg.wk	bezziste	bèzzist
vermîden	VVINF	vermîden	vermîden
und	KON	und	unte
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
von	APPR	von	von
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
staete	NA.Fem.Dat.Sg.st	stete	stat
,	$_	,	,
êdaz	KO*	ê_daz	ê_dazz
er	PPER.Masc.Nom.Sg.3	er	ër
missetaete	NA.Fem.Akk.Pl.st	missetæte	missetât
,	$_	,	,
wolte	VMFIN.*.Past.Sg.3	wolte	wèllen
kiesen	VVINF	kiesen	kièsen
den	DDART.Masc.Akk.Sg.*	den	dër
tôt	NA.Masc.Akk.Sg.st	tôt	tôd
,	$_	,	,
od	KON	oder	oder
lîden	VVINF	lîden	lîden
sô	AVD	sô	sô
grôze	ADJA.Pos.Fem.Akk.Sg.st	grôze	grôz
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
die	DRELS.Fem.Akk.Sg	die	dër
er	PPER.Masc.Nom.Sg.3	er	ër
kûme	AVD	kûme	kûme
überwunde	VVFIN.Subj.Past.Sg.3	überwünde	überwinten
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
waen	VVFIN.Ind.Pres.Sg.1	wænen	wænen
man	PI.*.Nom.Sg.st	man	man
manegen	DIS.Masc.Akk.Sg.st	manigen	manig
funde	VVFIN.Subj.Past.Sg.3	vünte	vinden
der	DRELS.Masc.Nom.Sg	der	dër
gerne	AVD	gerne	gërne
frum	ADJD.Pos	vrum	vrum
waere	VAFIN.Subj.Past.Sg.3	wære	wësen
,	$_	,	,
wandaz	KOUS	wan_daz	wan_dazz
in	PPER.Masc.Akk.Sg.3	in	ër
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
swaere	ADJD.Pos	swære	swære
ob	KOUS	ob	obe
er	PPER.Masc.Nom.Sg.3	er	ër
umbe	APPR	umbe	umbe
frümekeit	NA.Fem.Akk.Sg.st	vrümicheit	vrümighèit
kumber	NA.Masc.Akk.Sg.st	kumber	kumber
oder	KON	oder	oder
arbeit	NA.Fem,Neut.Akk.Sg.st	arbeit	arbèit
iemer	AVD	iemer	ièmer
solte	VMFIN.*.Past.Sg.3	solte	solen
gewinnen	VVINF	gewinnen	gewinnen
:	$_	:	:
dâ	PAVD	dâ	dâr
von	PAVAP	von	vone
sô	AVD	sô	sô
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
er	PPER.Masc.Nom.Sg.3	er	ër
minnen	VVINF	minnen	minnen
durch	APPR	durch	durh
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
swachen	ADJA.Pos.Masc.Akk.Sg.*	swachen	swach
muot	NA.Masc.Akk.Sg.st	muot	muot
swaz	PG.Neut.Nom.Sg.st	swaz	swër
sîme	DPOSA.Masc.Dat.Sg.st	sîneme	sîn
lîbe	NA.Masc.Dat.Sg.st	lîbe	lîb
sanfte	AVD	sanfte	samfte
tuot	VVFIN.Ind.Pres.Sg.3	tuot	tuon
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ein	DIART	ein	èin
übele	ADJA.Pos.Fem.Nom.Sg.st	übele	übel
funden	VVPP	vunden	vinden
list	NA.Fem,Masc.Nom.Sg.st	list	list
,	$_	,	,
wan	KO*	wan	wante
ie	AVD	ie	iè
daz	DDART.Neut.Nom.Sg.*	daz	dër
lîhter	AVD	lîhter	lîhte
boeser	ADJD.Pos	boeser	boèse
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
.	$_	.	.
	
der	DDS.Masc.Nom.Sg.*	der	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
sîn	VAINF	sîn	sîn
verwâzen	VVPP	verwâzen	verwâzen
swer	PG.Masc.Nom.Sg.st	swer	swër
êre	NA.Fem.Akk.Sg.st	êre	êre
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
verlâzen	VVPP	verlâzen	verlâzen
und	KON	und	unte
im	PPER.Masc.Dat.Sg.3	im	ër
selben	DDD.Masc.Dat.Sg.wk	selben	sëlb
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
sô	AVD	sô	sô
zart	ADJD.Pos	zart	zart
daz	KOUS	daz	dazz
im	PPER.Masc.Dat.Sg.3	im	ër
nie	AVD	nie	niè
tugent	NA.Fem.Nom.Sg.*	tugent	tugende
liep	ADJD.Pos	liep	lièb
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
durch	APPR	durch	durh
des	DDART.Masc.Gen.Sg.*	des	dër
lîbes	NA.Masc.Gen.Sg.st	lîbes	lîb
ungemach	NA.Masc,Neut.Akk.Sg.st	ungemach	ungemach
.	$_	.	.
	
eins	DIART.Masc.Gen.Sg.st	eines	èin
zagen	NA.Masc.Gen.Sg.wk	zagen	zage
herze	NA.Neut.Nom.Sg.wk	herze	hërze
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
zeswach	ADJD.Pos	zeswach	zerswach
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
unsanfte	AVD	unsanfte	unsamfte
lebe	VVFIN.Subj.Pres.Sg.3	lebe	lëben
unde	KON	unde	unte
nâch	APPR	nâch	nâh
tugenden	NA.Fem.Dat.Pl.*	tugenden	tugende
strebe	VVFIN.Subj.Pres.Sg.3	strebe	strëben
,	$_	,	,
die	DRELS.Fem.Akk.Sg	die	dër
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
rehte	AVD	rehte	rëhte
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
bejagen	VVINF	bejagen	bejagen
swer	PG.Masc.Nom.Sg.st	swer	swër
nôt	NA.Fem.Akk.Sg.st	nôt	nôt
mit	APPR	mit	mit
dienste	NA.Masc,Neut.Dat.Sg.st	dieneste	diènest
niht	PTKNEG	niht	niht
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
tragen	VVINF	tragen	tragen
,	$_	,	,
swenn	AVG	swenne	swanne
er	PPER.Masc.Nom.Sg.3	er	ër
tugentlîche	AVD	tugentlîche	tugendlîche
wirbet	VVFIN.Ind.Pres.Sg.3	wirbet	wërben
:	$_	:	:
des	DRELS.Masc.Gen.Sg	des	dër
tugent	NA.Fem.Nom.Sg.*	tugent	tugende
diu	DDS.Fem.Nom.Sg.*	diu	dër
verdirbet	VVFIN.Ind.Pres.Sg.3	verdirbet	verdërben
.	$_	.	.
	
understundn	NA.Fem.Dat.Pl.*	understunten	unterstunte
er	PPER.Masc.Nom.Sg.3	er	ër
sî	PPER.Fem.Akk.Sg.3	si	ër
verbirt	VVFIN.Ind.Pres.Sg.3	verbiret	verbëren
;	$_	;	;
wan	KO*	wan	wante
er	PPER.Masc.Nom.Sg.3	er	ër
niht	PTKNEG	niht	niht
gebezzert	VVPP	gebezzert	bèzzeren
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
gedâhte	VVFIN.Ind.Past.Sg.3	gedâhte	gedènken
in	APPR	in	in
sînem	DPOSA.Masc,Neut.Dat.Sg.st	sînem	sîn
muote	NA.Masc,Neut.Dat.Sg.st	muote	muot
.	$_	.	.
	
der	DDS.Masc.Nom.Sg.*	der	dër
enwirt	PTKNEG|VAFIN.Ind.Pres.Sg.3	en|wirdet	ne|wërden
an	APPR	an	ane
lîbe	NA.Masc.Dat.Sg.st	lîbe	lîb
noch	KON	noch	noh
an	APPR	an	ane
guote	NA.Neut.Dat.Sg.st	guote	guot
umbe	APPR	umbe	umbe
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
schadehaft	ADJD.Pos	schadehaft	schadehaft
:	$_	:	:
in	PPER.Masc.Akk.Sg.3	in	ër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
der	DDART.Fem.Gen.Sg.*	der	dër
nâtûre	NA.Fem.Gen.Sg.st	natûre	natûre
kraft	NA.Fem.Nom.Sg.st	kraft	kraft
mit	APPR	mit	mit
lîbes	NA.Masc.Gen.Sg.st	lîbes	lîb
senfte	NA.Fem.Dat.Sg.st	senfte	sèmfte
überwunden	VVPP	überwunden	überwinten
.	$_	.	.
	
ein	DIART	ein	èin
frum	ADJA.Pos.Masc.Nom.Sg.*	vrum	vrum
man	NA.Masc.Nom.Sg.st	man	mann
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
ze	APPR	ze	ze
allen	DIA.*.Dat.Pl.st	allen	all
stunden	NA.Fem.Dat.Pl.*	stunden	stunte
daz	DDART.Neut.Akk.Sg.*	daz	dër
boese	NA.Neut.Akk.Sg.st	boese	boèse
haben	VAINF	haben	haben
smaehe	AVD	smæhe	smæhe
,	$_	,	,
und	KON	und	unte
ob	KOUS	ob	obe
ez	PPER.Neut.Akk.Sg.3	ez	ër
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
saehe	VVFIN.Subj.Pres.Sg.3	sehe	sëhen
ze	APPR	ze	ze
tugenden	NA.Fem.Dat.Pl.*	tugenden	tugende
sîn	VAINF	sîn	sîn
geflizzen	VVPP	gevlizzen	vlîzen
,	$_	,	,
und	KON	und	unte
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
daz	DDS.Neut.Akk.Sg.*	daz	dër
rehte	AVD	rehte	rëhte
wizzen	VVINF	wizzen	wizzen
ob	KOUS	ob	obe
er	PPER.Masc.Nom.Sg.3	er	ër
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
von	APPR	von	von
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
minnet	VVFIN.Ind.Pres.Sg.3	minnet	minnen
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
sîn	DPOSA.Masc,Neut.Akk.Sg.*	sîn	sîn
lôn	NA.Masc,Neut.Akk.Sg.st	lôn	lôn
gewinnet	VVFIN.Ind.Pres.Sg.3	gewinnet	gewinnen
zuo	APPR	zuo	ze
der	DDART.Fem.Dat.Sg.*	der	dër
werlde	NA.Fem.Dat.Sg.st	werlte	wërelt
und	KON	und	unte
wider	APPR	wider	wider
got	NA.Masc.Akk.Sg.st	got	got
,	$_	,	,
ob	KOUS	ob	obe
im	PPER.Masc.Dat.Sg.3	im	ër
der	DDART.Masc.Nom.Sg.*	der	dër
rât	NA.Masc.Nom.Sg.st	rât	rât
und	KON	und	unte
des	DDS.Masc.Gen.Sg.*	des	dër
gebot	NA.Neut.Nom.Sg.st	gebot	gebot
ze	APPR	ze	ze
halten	NA.Neut.Dat.Sg.st	haltenne	halten
hier	PAVD	hier	hièr
umbe	PAVAP	umbe	umbe
geschiht	VVFIN.Ind.Pres.Sg.3	geschihet	geschëhen
.	$_	.	.
	
die	DDART.Masc,Neut.Nom.Pl.*	die	dër
liute	NA.Masc,Neut.Nom.Pl.st	liute	liut
enwerbent	PTKNEG|VVFIN.Ind.Pres.Pl.3	en|werbent	ne|wërben
doch	AVD	doch	doh
niht	PTKNEG	niht	niht
mit	APPR	mit	mit
glîchem	ADJA.Pos.Masc,Neut.Dat.Sg.st	gelîchem	gelîch
muote	NA.Masc,Neut.Dat.Sg.st	muote	muot
nâch	APPR	nâch	nâh
tugent	NA.Fem.Dat.Sg.st	tugent	tugende
,	$_	,	,
als	KO*	als	allsô
ir	PPER.*.Nom.Pl.2	ir	ir
wizzent	VVINF	wizzen	wizzen
unde	KON	unde	unte
merken	VVINF	merken	mèrken
mugent	VMFIN.*.Pres.Pl.2	mügent	mügen
.	$_	.	.
	
êst	PPER.Neut.Nom.Sg.3|VAFIN.Ind.Pres.Sg.3	ez|ist	ër|sîn
umbe	APPR	umbe	umbe
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
sô	AVD	sô	sô
gewant	VVPP	gewant	wènten
:	$_	:	:
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ez	PPER.Neut.Nom.Sg.3	ez	ër
iemen	DIA.*.Nom.Sg.st	ieman	ièmannd
unerkant	ADJD.Pos	unerkant	unerkant
,	$_	,	,
den	DDS.Masc.Akk.Sg.*	den	dër
beriht	VVFIN.*.Pres.Sg.1	berihte	berihten
ich	PPER.*.Nom.Sg.1	ich	ich
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
.	$_	.	.
	
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
minnet	VVFIN.Ind.Pres.Sg.3	minnet	minnen
manic	DIA.Masc.Nom.Sg.*	manic	manig
man	NA.Masc.Nom.Sg.st	man	mann
von	APPR	von	von
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
einvaltlîche	AVD	einvaltlîche	èinvaltlîche
durch	APPR	durch	durh
got	NA.Masc.Akk.Sg.st	got	got
von	APPR	von	von
himelrîche	NA.Neut.Dat.Sg.st	himelrîche	himelrîche
;	$_	;	;
dem	DDS.Masc.Dat.Sg.*	dem	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
sîn	DPOSA	sîn	sîn
lôn	NA.Masc,Neut.Nom.Sg.st	lôn	lôn
vil	AVD	vile	vile
gereit	ADJD.Pos	gereit	gerèite
:	$_	:	:
daz	DDS.Neut.Nom.Sg.*	daz	dër
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
mich	PPER.*.Akk.Sg.1	mich	ich
grôz	ADJA.Pos	grôz	grôz
saelekeit	NA.Fem.Nom.Sg.st	sælicheit	sælighèit
und	KON	und	unte
ouch	AVD	ouch	ouch
michel	ADJA.Pos	michel	michel
wîstuom	NA.Masc,Neut.Nom.Sg.st	wîstuom	wîstuom
.	$_	.	.
	
ein	DIART.Masc.Nom.Sg.*	ein	èin
ander	DIS.Masc.Nom.Sg.*	ander	ander
durch	APPR	durch	durh
lobes	NA.Masc,Neut.Gen.Sg.st	lobes	lob
ruom	NA.Masc.Akk.Sg.st	ruom	ruom
ouch	AVD	ouch	ouch
nâch	APPR	nâch	nâh
tugenden	NA.Fem.Dat.Pl.*	tugenden	tugende
ringet	VVFIN.Ind.Pres.Sg.3	ringet	ringen
,	$_	,	,
wan	KO*	wan	wante
er	PPER.Masc.Nom.Sg.3	er	ër
ofte	AVD	ofte	ofte
gedinget	VVFIN.Ind.Pres.Sg.3	gedinget	gedingen
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
der	DDART.Fem.Dat.Sg.*	der	dër
werlde	NA.Fem.Dat.Sg.st	werlte	wërelt
gevalle	VVFIN.Subj.Pres.Sg.3	gevalle	gevallen
.	$_	.	.
	
die	DDART.*.Nom.Pl.*	die	dër
liute	NA.Masc,Neut.Nom.Pl.st	liute	liut
werbent	VVFIN.Ind.Pres.Pl.3	werbent	wërben
alle	DIN.Masc,Neut.Nom.Pl.st	alle	all
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
daz	KOUS	daz	dazz
sie	PPER.*.Akk.Pl.3	sie	ër
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
guot	ADJD.Pos	guot	guot
.	$_	.	.
	
swer	PG.Masc.Nom.Sg.st	swer	swër
ze	APPR	ze	ze
der	DDART.Fem.Dat.Sg.*	der	dër
werlde	NA.Fem.Dat.Sg.st	werlte	wërelt
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
den	DDART.Masc.Akk.Sg.*	den	dër
muot	NA.Masc.Akk.Sg.st	muot	muot
,	$_	,	,
alsô	KO*	alsô	allsô
mir	PPER.*.Dat.Sg.1	mir	ich
mîn	DPOSA	mîn	mîn
herze	NA.Neut.Nom.Sg.wk	herze	hërze
giht	VVFIN.Ind.Pres.Sg.3	jihet	jëhen
,	$_	,	,
sô	AVD	sô	sô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
waerlîche	AVD	wærlîche	wærlîche
niht	PTKNEG	niht	niht
daz	KOUS	daz	dazz
einen	DIART.Masc.Akk.Sg.st	einen	èin
iegelîchen	DIA.Masc.Akk.Sg.st	iegelîchen	iègelich
man	NA.Masc.Akk.Sg.st	man	mann
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
frum	ADJA.Pos.Neut.Akk.Sg.*	vrum	vrum
herze	NA.Neut.Akk.Sg.wk	herze	hërze
ie	AVD	ie	iè
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
,	$_	,	,
sô	AVD	sô	sô
ze	APPR	ze	ze
tugende	NA.Fem.Dat.Sg.st	tugende	tugende
reize	VVFIN.Subj.Past.Sg.3	rizze	rîzen
und	KON	und	unte
sô	AVD	sô	sô
tiure	ADJD.Pos	tiure	tiure
in	PPER.Masc.Akk.Sg.3	in	ër
wesen	VAINF	wesen	wësen
heize	VVFIN.Subj.Pres.Sg.3	heize	hèizen
und	KON	und	unte
im	PPER.Masc.Dat.Sg.3	im	ër
fröuden	VVFIN.*.Past.Pl.3	vröuweten	vröuwen
mê	ADJA.Comp.Neut.Akk.Sg.*	mêr	mêre
gewinne	VVFIN.Subj.Pres.Sg.3	gewinne	gewinnen
sô	AVD	sô	sô
rehte	AVD	rehte	rëhte
hôhiu	ADJA.Pos.Fem.Nom.Sg.st	hôhiu	hôh
minne	NA.Fem.Nom.Sg.*	minne	minne
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
müezen	VMFIN.*.Pres.Pl.3	müezen	müèzen
die	DDS.*.Nom.Pl.*	die	dër
mir	PPER.*.Dat.Sg.1	mir	ich
helfen	VVINF	helfen	hëlfen
jehen	VVINF	jehen	jëhen
den	DRELS.*.Dat.Pl	den	dër
minnenlôn	NA.Masc,Neut.Nom.Sg.st	minnenlôn	minnenlôn
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
geschehen	VVPP	geschehen	geschëhen
von	APPR	von	von
frouwen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
oder	KON	oder	oder
von	APPR	von	von
wîben	NA.Neut.Dat.Pl.st	wîben	wîb
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
muoz	VMFIN.Ind.Pres.Sg.1	muoz	müèzen
iu	PPER.*.Dat.Pl.2	iu	ir
leider	AVD	leider	lèider
schrîben	VVINF	schrîben	schrîben
in	APPR	in	in
eime	DIART.Masc.Dat.Sg.st	eineme	èin
wâne	NA.Masc.Dat.Sg.st	wâne	wân
drumbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
.	$_	.	.
	
sô	AVD	sô	sô
tuon	VVFIN.Ind.Pres.Sg.1	tuon	tuon
ich	PPER.*.Nom.Sg.1	ich	ich
als	KO*	als	allsô
der	DDART.Masc.Nom.Sg.*	der	dër
tumbe	ADJA.Pos.Masc.Nom.Sg.wk	tumbe	tumb
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
in	APPR	in	in
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
tôrheit	NA.Fem.Dat.Sg.st	tôrheit	tôrhèit
den	DDART.Masc.Akk.Sg.*	den	dër
herren	NA.Masc.Akk.Sg.*	hêrren	hêrre
dicke	AVD	dicke	dicke
wâr	ADJD.Pos	wâr	wâr
seit	VVFIN.Ind.Pres.Sg.3	seit	sagen
und	KON	und	unte
enweiz	PTKNEG|VVFIN.Ind.Pres.Sg.3	en|weiz	ne|wizzen
er	PPER.Masc.Nom.Sg.3	er	ër
es	PPER.Neut.Akk.Sg.3	ez	ër
doch	AVD	doch	doh
selbe	DDD.Masc.Nom.Sg.wk	selbe	sëlb
niht	PTKNEG	niht	niht
,	$_	,	,
wan	KO*	wan	wante
ez	PPER.Neut.Nom.Sg.3	ez	ër
im	PPER.Masc.Dat.Sg.3	im	ër
âne	APPR	âne	âne
list	NA.Fem,Masc.Akk.Sg.st	list	list
geschiht	VVFIN.Ind.Pres.Sg.3	geschihet	geschëhen
.	$_	.	.
	
in	APPR	in	in
des	DDART.Masc.Gen.Sg.*	des	dër
orden	NA.Masc.Dat.Sg.st	ordene	orden
muoz	VMFIN.Ind.Pres.Sg.1	muoz	müèzen
ich	PPER.*.Nom.Sg.1	ich	ich
sîn	VAINF	sîn	sîn
.	$_	.	.
	
mich	PPER.*.Akk.Sg.1	mich	ich
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
wol	AVD	wole	wole
daz	DDART.Neut.Nom.Sg.*	daz	dër
herze	NA.Neut.Nom.Sg.wk	herze	hërze
mîn	DPOSN.Neut.Nom.Sg.wk	mîn	mîn
an	APPR	an	ane
minnen	NA.Fem.Dat.Pl.*	minnen	minne
betriegen	VVINF	betriegen	betriègen
:	$_	:	:
iedoch	AVD	iedoch	ièdoh
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
niht	PTKNEG	niht	niht
liegen	VVINF	liegen	liègen
ihtes	NA.Neut.Gen.Sg.st	ihtes	iht
von	APPR	von	von
minnen	NA.Fem.Dat.Sg.st	minnen	minne
,	$_	,	,
daz	KOUS	daz	dazz
ein	DIART.Masc.Nom.Sg.*	ein	èin
man	NA.Masc.Nom.Sg.st	man	mann
niemer	AVD	niemer	nièmer
niht	PTKNEG	niht	niht
betrahten	VVINF	betrahten	betrahten
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
wie	AVW	wie	wiè
im	PPER.Masc.Dat.Sg.3	im	ër
mê	ADJA.Comp.Neut.Nom.Sg.*	mêr	mêre
liebes	NA.Neut.Gen.Sg.st	liebes	lièb
widervar	VVFIN.Subj.Pres.Sg.3	widervar	widervaren
dan	KOKOM	danne	danne
ob	KOUS	ob	obe
er	PPER.Masc.Nom.Sg.3	er	ër
nâch	APPR	nâch	nâh
wunsche	NA.Masc.Dat.Sg.st	wunsche	wunsch
dar	AVD	dar	dâr
möhte	VMFIN.*.Past.Sg.3	mohte	mügen
komen	VVINF	komen	komen
stille	AVD	stille	stille
dar	PAVD	dâr	dâr
in	PAVAP	in	in
wîst	VVFIN.Ind.Pres.Sg.3	wîset	wîsen
der	DDART.Masc.Nom.Sg.*	der	dër
wille	NA.Masc.Nom.Sg.*	wille	wille
.	$_	.	.
	
ja	AVD	jâ	jâ
enist	PTKNEG|VAFIN.Ind.Pres.Sg.3	en|ist	ne|sîn
niht	NA.Neut.Nom.Sg.st	niht	niht
sô	AVD	sô	sô
guotes	ADJA.Pos.Neut.Gen.Sg.st	guotes	guot
.	$_	.	.
	
doch	KOUS	doch	doh
man	PI.*.Nom.Sg.st	man	man
riuweges	ADJA.Pos.Masc,Neut.Gen.Sg.st	riuwiges	riuwig
muotes	NA.Masc,Neut.Gen.Sg.st	muotes	muot
dicke	AVD	dicke	dicke
stê	VVFIN.Subj.Pres.Sg.3	stê	stân
von	APPR	von	von
ir	DPOSA	ire	ire
schulden	NA.Fem.Dat.Pl.*	schulden	schulde
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
ein	DIART.Masc.Nom.Sg.*	ein	èin
