None	NA.Fem.Nom.Sg.*	nône	nône
daz	DDART.Neut.Nom.Sg.*	daz	dër
buoch	NA.Neut.Nom.Sg.st	buoch	buoch
sagt	VVFIN.Ind.Pres.Sg.3	saget	sagen
uns	PPER.*.Dat.Pl.1	uns	wir
alsus	AVD	alsus	allsus
.	$_	.	.
	
der	DDS.Masc.Nom.Sg.*	der	dër
hete	VAFIN.*.Past.Sg.3	hæte	haben
ûf	APPR	ûf	ûf
sînem	DPOSA.Masc.Dat.Sg.st	sînem	sîn
hove	NA.Masc.Dat.Sg.st	hove	hov
erzogen	VVPP	erzogen	erzièhen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
wâr	ADJD.Pos	wâr	wâr
,	$_	,	,
einen	DIART.Masc.Akk.Sg.st	einen	èin
alten	ADJA.Pos.Masc.Akk.Sg.*	alten	alt
herzogen	NA.Masc.Akk.Sg.*	herzogen	hèrezoge
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
lebt	VVFIN.Ind.Pres.Sg.3	lebet	lëben
vil	AVD	vile	vile
manec	DIA.Neut.Akk.Sg.*	manic	manig
jâr	NA.Neut.Akk.Sg.st	jâr	jâr
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
herzog	NA.Masc.Nom.Sg.*	herzoge	hèrezoge
berhtunc	NE.Nom.Sg	Berhtunc	Bërhtunc
,	$_	,	,
geborn	VVPP	geboren	gebëren
von	APPR	von	von
mêrân	NE.Dat.Sg	Mêrân	Mêrân
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
selbe	DDA.Masc.Nom.Sg.wk	selbe	sëlb
künic	NA.Masc.Nom.Sg.st	küninc	küning
antzîus	NE.Nom.Sg	Antius	Anzius
der	DDS.Masc.Nom.Sg.*	der	dër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
in	PPER.Masc.Akk.Sg.3	in	ër
für	APPR	vüre	vüre
sich	PRF.Akk.*.*	sich	sich
gân	VVINF	gân	gân
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
erzogen	VVPP	erzogen	erzièhen
dich	PPER.*.Akk.Sg.2	dich	dû
in	APPR	in	in
wirdekeit	NA.Fem.Dat.Sg.st	wirdicheit	wirdighèit
:	$_	:	:
des	DDS.Neut.Gen.Sg.*	des	dër
lâz	VVIMP.Sg.2	lâz	lâzen
mich	PPER.*.Akk.Sg.1	mich	ich
geniezen	VVINF	geniezen	genièzen
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
enphilhe	VVFIN.Ind.Pres.Sg.1	entvilhe	entvëlhen
dir	PPER.*.Dat.Sg.2	dir	dû
ûf	APPR	ûf	ûf
dînen	DPOSA.Masc.Akk.Sg.st	dînen	dîn
eit	NA.Masc.Akk.Sg.st	eit	èid
hugdietrîchen	NE.Akk.Sg	Hugdetrîchen	Hugdietrîch
,	$_	,	,
mîn	DPOSA	mîn	mîn
vil	AVD	vile	vile
liebez	ADJA.Pos.Neut.Akk.Sg.st	liebez	lièb
kindelîn	NA.Neut.Akk.Sg.st	kindelîn	kindelîn
,	$_	,	,
und	KON	und	unte
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
lant	NA.Neut.Akk.Pl.st	lant	lant
und	KON	und	unte
liute	NA.Masc.Akk.Pl.st	liute	liut
hin	AVD	hin	hine
ze	APPR	ze	ze
den	DDART.*.Dat.Pl.*	den	dër
triuwen	NA.Fem.Dat.Pl.*	triuwen	triuwe
dîn	DPOSN	dîn	dîn
:	$_	:	:
der	DDART.Masc.Nom.Sg.*	der	dër
tôt	NA.Masc.Nom.Sg.st	tôt	tôd
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
mich	PPER.*.Akk.Sg.1	mich	ich
erslichen	VVPP	erslichen	erslîchen
,	$_	,	,
die	DDART.Fem.Akk.Sg.*	die	dër
werlt	NA.Fem.Akk.Sg.st	werlt	wërelt
muoz	VMFIN.Ind.Pres.Sg.1	muoz	müèzen
ich	PPER.*.Nom.Sg.1	ich	ich
verlân.>	VVINF	verlân	verlanen
ritter	NA.Masc.Akk.Pl.st	ritter	rîtære
unde	KON	unde	unte
knehte	NA.Masc.Akk.Pl.st	knehte	knëht
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
man	PI.*.Nom.Sg.st	man	man
trûriclîchen	AVD	trûriclîchen	trûriglîche
stân	VVINF	stân	stân
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
herzog	NA.Masc.Nom.Sg.*	herzoge	hèrezoge
berhtunc	NE.Nom.Sg	Berhtunc	Bërhtunc
,	$_	,	,
du	PPER.*.Nom.Sg.2	dû	dû
solt	VMFIN.Ind.Pres.Sg.2	solt	solen
mich	PPER.*.Akk.Sg.1	mich	ich
geniezen	VVINF	geniezen	genièzen
lân	VVINF	lân	lâzen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
lêrt	VVFIN.*.Past.Sg.1	lêrte	lêren
dich	PPER.*.Akk.Sg.2	dich	dû
mezzer	NA.Neut.Akk.Sg.st	mezzer	mèzzer
werfen	VVINF	werfen	wërfen
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
tar	VMFIN.Ind.Pres.Sg.3	tar	turren
dich	PPER.*.Akk.Sg.2	dich	dû
nieman	DIA.*.Nom.Sg.st	nieman	nièmannd
bestân	VVINF	bestân	bestân
;	$_	;	;
dô	AVD	dô	dô
gap	VVFIN.Ind.Past.Sg.1	gap	gëben
ich	PPER.*.Nom.Sg.1	ich	ich
dir	PPER.*.Dat.Sg.2	dir	dû
ze	APPR	ze	ze
wîbe	NA.Neut.Dat.Sg.st	wîbe	wîb
die	DDART.Fem.Akk.Sg.*	die	dër
edelen	ADJA.Pos.Fem.Akk.Sg.wk	edelen	èdele
herzogîn	NA.Fem.Akk.Sg.st	herzogen	hèrezoginne
.	$_	.	.
	
nu	AVD	nû	nû
lêre	VVIMP.Sg.2	lêre	lêren
ez	PPER.Neut.Akk.Sg.3	ez	ër
hugdietrîchen	AVD|VVINF	hôch|dieten	huge|drîchen
,	$_	,	,
als	KO*	als	allsô
liep	ADJD.Pos	liep	lièb
ich	PPER.*.Nom.Sg.1	ich	ich
dir	PPER.*.Dat.Sg.2	dir	dû
müge	VMFIN.Subj.Pres.Sg.1	müge	mügen
gesîn.>	VVINF	gesinnen	gesinnen
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vil	AVD	vile	vile
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
hêrre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
sult	VMFIN.*.Pres.Pl.2	sulet	solen
ir	PPER.*.Nom.Pl.2	ir	ir
sicher	ADJD.Pos	sicher	sicher
sîn	VAINF	sîn	sîn
.	$_	.	.
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
ich	PPER.*.Nom.Sg.1	ich	ich
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
lêrez	VVFIN.Ind.Pres.Sg.1|PPER.Neut.Akk.Sg.3	lêr|ez	lêren|ër
den	DDART.Masc.Akk.Sg.*	den	dër
lieben	ADJA.Pos.*.Dat.Pl.*	lieben	lièb
hêrren	NA.Masc.Dat.Pl.*	hêrren	hêrre
mîn	DPOSN	mîn	mîn
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
getrûwe	VVFIN.*.Pres.Sg.1	getrûwe	getrûwen
gote	NA.Masc.Dat.Sg.st	gote	got
von	APPR	von	von
himele	NA.Masc.Dat.Sg.st	himele	himel
,	$_	,	,
ir	PPER.*.Nom.Pl.2	ir	ir
müget	VMFIN.*.Pres.Pl.2	müget	mügen
noch	AVD	noch	noh
wol	AVD	wole	wole
genesen.>	VVINF	<unknown>	<unknown>
<nein>	ITJ	ânein	ânen
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
künic,<	NA.Masc.Nom.Sg.st	küninc	küning
daz	DDS.Neut.Akk.Sg.*	daz	dër
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
niemêre	AVD	niemere	nièmer
enwesen.>	PTKNEG|VVFIN.Ind.Past.Sg.3	en|wesen	ne|wësen
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
in	APPR	in	in
kurzen	ADJA.Pos.*.Dat.Pl.*	kurzen	kurz
tagen	NA.Masc.Dat.Pl.st	tagen	tag
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
dâ	AVD	dâ	dâr
erstarp	VVFIN.Ind.Past.Sg.3	erstarp	erstërben
.	$_	.	.
	
mit	APPR	mit	mit
zühten	NA.Fem.Dat.Pl.st	zühten	zuht
herzog	NA.Masc.Nom.Sg.*	herzoge	hèrezoge
berhtunc	VVFIN.Ind.Past.Sg.3	betrunc	bedwingen
vil	AVD	vile	vile
schiere	AVD	schiere	schière
daz	DDS.Neut.Akk.Sg.*	daz	dër
erwarp	VVFIN.Ind.Past.Sg.3	erwarp	erwërben
,	$_	,	,
wie	AVW	wie	wiè
er	PPER.Masc.Nom.Sg.3	er	ër
begraben	VVPP	begraben	begraben
wurde	VAFIN.Subj.Past.Sg.3	würde	wërden
,	$_	,	,
als	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
noch	AVD	noch	noh
künegen	NA.Masc.Dat.Pl.st	küningen	küning
tuot	VVFIN.Ind.Pres.Sg.3	tuot	tuon
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
nam	VVFIN.Ind.Past.Sg.3	nam	nëmen
zuo	APPR	zuo	ze
im	PPER.Masc.Dat.Sg.3	im	ër
den	DDART.Masc.Akk.Sg.*	den	dër
jungen	ADJA.Pos.Masc.Akk.Sg.*	jungen	jung
:	$_	:	:
vil	AVD	vile	vile
trûric	ADJD.Pos	trûric	trûrig
was	VAFIN.Ind.Past.Sg.3	was	wësen
sîn	DPOSA	sîn	sîn
muot	NA.Masc,Neut.Nom.Sg.st	muot	muot
.	$_	.	.
	
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
zôch	VVFIN.Ind.Past.Sg.3	zôch	zièhen
er	PPER.Masc.Nom.Sg.3	er	ër
sîn	DPOSA.Masc.Akk.Sg.*	sîn	sîn
hêrren	NA.Masc.Akk.Sg.*	hêrren	hêrre
unz	AVD	unz	unze
an	APPR	an	ane
daz	DDART.Neut.Akk.Sg.*	daz	dër
zwelfte	ADJA.Pos.Neut.Akk.Sg.wk	zwelifte	zwèlift
jâr	NA.Neut.Akk.Sg.st	jâr	jâr
.	$_	.	.
	
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
hugdietrîch	NE.Nom.Sg	Hugdieterîch	Hugdietrîch
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
sage	VVFIN.*.Pres.Sg.1	sage	sagen
ich	PPER.*.Nom.Sg.1	ich	ich
iu	PPER.*.Dat.Pl.2	iu	ir
für	APPR	vüre	vüre
wâr	NA.Neut.Akk.Sg.st	wâr	wâr
<	ITJ	âmen	âmen
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
meister	NA.Masc.Nom.Sg.st	meister	mèister
berhtunc	NE.Nom.Sg	Berhtunc	Bërhtunc
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
suoche	VVFIN.*.Pres.Sg.1	suoche	suochen
triwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
ze	APPR	ze	ze
dir	PPER.*.Dat.Sg.2	dir	dû
:	$_	:	:
durch	APPR	durch	durh
alle	DIA.Fem.Akk.Sg.st	alle	all
dîne	DPOSA.Fem.Akk.Sg.st	dîne	dîn
tugent	NA.Fem.Akk.Sg.st	tugent	tugende
soltus	VMFIN.Ind.Pres.Sg.2|PPER.*.Nom.Sg.2|PPER.Neut.Akk.Sg.3	solt|dû|ez	solen|dû|ër
erzeigen	VVINF	erzeigen	erzèigen
mir	PPER.*.Dat.Sg.1	mir	ich
.	$_	.	.
	
nâch	APPR	nâch	nâh
einer	DIART.Fem.Dat.Sg.st	einer	èin
schoenen	ADJA.Pos.Fem.Dat.Sg.wk	schoenen	schoène
frouwen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
sô	AVD	sô	sô
stât	VVFIN.Ind.Pres.Sg.3	stât	stân
mir	PPER.*.Dat.Sg.1	mir	ich
der	DDART.Masc.Nom.Sg.*	der	dër
muot	NA.Masc.Nom.Sg.st	muot	muot
.	$_	.	.
	
du	PPER.*.Nom.Sg.2	dû	dû
weist	VVFIN.Ind.Pres.Sg.2	weist	wizzen
wol	AVD	wole	wole
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
meister	NA.Masc.Nom.Sg.st	meister	mèister
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
êr	NA.Neut.Akk.Sg.st	êr	êr
unde	KON	unde	unte
guot	NA.Neut.Akk.Sg.st	guot	guot
,	$_	,	,
beide	KON	beide	bèide
lant	NA.Neut.Akk.Sg.st	lant	lant
und	KON	und	unte
liute	NA.Masc,Neut.Akk.Pl.st	liute	liut
,	$_	,	,
wît	ADJD.Pos	wît	wît
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
diu	DDART.Fem.Nom.Sg.*	diu	dër
hêrschaft	NA.Fem.Nom.Sg.st	hêrschaft	hêrschaft
mîn	DPOSN.Fem.Nom.Sg.*	mîn	mîn
:	$_	:	:
ob	KOUS	ob	obe
ich	PPER.*.Nom.Sg.1	ich	ich
nu	AVD	nû	nû
alsô	AVD	alsô	allsô
sturbe	VVFIN.Subj.Past.Sg.1	stürbe	stërben
,	$_	,	,
wes	PW.Masc.Gen.Sg.st	wes	wër
solte	VMFIN.*.Past.Sg.3	solte	solen
ez	PPER.Neut.Nom.Sg.3	ez	ër
danne	AVD	danne	danne
sîn	VAINF	sîn	sîn
?	$_	?	?
	
>dô	AVD	<unknown>	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
herzog	NA.Masc.Nom.Sg.*	herzoge	hèrezoge
berhtunc	NE.Nom.Sg	Berhtunc	Bërhtunc
diu	DDART.Fem.Nom.Sg.*	diu	dër
rede	NA.Fem.Nom.Sg.*	rede	rède
niht	PTKNEG	niht	niht
leit	ADJD.Pos	leit	lèid
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ich	PPER.*.Nom.Sg.1	ich	ich
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
gewesen	VAPP	gewesen	wësen
in	APPR	in	in
landen	NA.Neut.Dat.Pl.st	landen	lant
verre	ADJD.Pos	verre	vërre
unt	KON	und	unte
breit	ADJD.Pos	breit	brèit
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
gesach	VVFIN.Ind.Past.Sg.1	gesach	gesëhen
nie	AVD	nie	niè
mit	APPR	mit	mit
ougen	NA.Neut.Dat.Pl.wk	ougen	ouge
frowen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
noch	KON	noch	noh
magedîn	NA.Neut.Akk.Pl.st	magedîn	magedîn
,	$_	,	,
die	DRELS.Fem.Nom.Pl	die	dër
dir	PPER.*.Dat.Sg.2	dir	dû
hie	AVD	hier	hièr
ze	APPR	ze	ze
lande	NA.Neut.Dat.Sg.st	lande	lant
mugen	VMFIN.*.Pres.Pl.3	mügen	mügen
genôzsam	ADJD.Pos	genôzsam	genôzsam
sîn	VAINF	sîn	sîn
.	$_	.	.
	
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
si	PPER.Fem.Nom.Sg.3	si	ër
ez	PPER.Neut.Akk.Sg.3	ez	ër
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
lîbe	NA.Masc.Dat.Sg.st	lîbe	lîb
,	$_	,	,
so	AVD	sô	sô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
si	PPER.Fem.Nom.Sg.3	si	ër
ein	DIART	ein	èin
dienestwîp	NA.Masc,Neut.Nom.Sg.st	dienestwîp	diènestwîb
;	$_	;	;
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
si	PPER.Fem.Nom.Sg.3	si	ër
ez	PPER.Neut.Akk.Sg.3	ez	ër
an	APPR	an	ane
dem	DDART.Masc,Neut.Dat.Sg.*	dem	dër
adel	NA.Masc,Neut.Dat.Sg.st	adel	adel
,	$_	,	,
so	AVD	sô	sô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ungeschaffn	ADJD.Pos	ungeschaffen	ungeschaffen
ir	DPOSA	ire	ire
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
.	$_	.	.
	
dâ	PAVD	dâ	dâr
von	PAVAP	von	vone
enkan	PTKNEG|VMFIN.Ind.Pres.Sg.1	en|kan	ne|kunnen
ich	PPER.*.Nom.Sg.1	ich	ich
vinden	VVINF	vinden	vinden
keiner	DIA.Fem.Gen.Sg.st	keiner	kèin
slahte	NA.Fem.Gen.Sg.st	slahte	slahte
maget	NA.Fem.Akk.Sg.st	maget	maged
,	$_	,	,
diu	DRELS.Fem.Nom.Sg	diu	dër
dir	PPER.*.Dat.Sg.2	dir	dû
hie	AVD	hier	hièr
ze	APPR	ze	ze
lande	NA.Neut.Dat.Sg.st	lande	lant
ze	APPR	ze	ze
frouwen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
wol	AVD	wole	wole
behaget.>	VVFIN.*.Past.Sg.3	behagete	behagen
dô	AVD	dô	dô
sante	VVFIN.*.Past.Sg.3	sante	sènten
hugdietrîch	NE.Nom.Sg	Hugdieterîch	Hugdietrîch
überal	AVD	überal	überall
in	APPR	in	in
sîniu	DPOSA.Neut.Akk.Pl.st	sîniu	sîn
lant	NA.Neut.Akk.Pl.st	lant	lant
.	$_	.	.
	
dô	AVD	dô	dô
kom	VVFIN.Ind.Past.Sg.3	kom	komen
gên	APPR	gein	gègen
hove	NA.Masc.Dat.Sg.st	hove	hov
geriten	VVPP	geriten	rîten
manec	DIA.Masc.Nom.Sg.*	manic	manig
küener	ADJA.Pos.Masc.Nom.Sg.st	küener	küène
wîgant	NA.Masc.Nom.Sg.st	wîgant	wîgant
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
nu	AVD	nû	nû
râtet	VVIMP.Pl.2	râtet	râten
alle	DIS.*.Nom.Pl.st	alle	all
umbe	APPR	umbe	umbe
ein	DIART	ein	èin
magedîn.>	NA.Neut.Akk.Sg.st	magedîn	magedîn
si	PPER.*.Nom.Pl.3	si	ër
sprâchen<	VVFIN.Ind.Past.Pl.3	sprâchen	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
rât	NA.Masc.Nom.Sg.st	rât	rât
aller	DIN.Masc.Nom.Sg.st	aller	all
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
ligen	VVINF	ligen	ligen
an	APPR	an	ane
dem	DDART.Masc.Dat.Sg.*	dem	dër
meister	NA.Masc.Dat.Sg.st	meister	mèister
dîn.>	DPOSN.Masc.Dat.Sg.wk	dîn	dîn
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vil	AVD	vile	vile
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
meister	NA.Masc.Nom.Sg.st	meister	mèister
,	$_	,	,
gip	VVIMP.Sg.2	gip	gëben
mir	PPER.*.Dat.Sg.1	mir	ich
dînen	DPOSA.Masc.Akk.Sg.st	dînen	dîn
rât	NA.Masc.Akk.Sg.st	rât	rât
,	$_	,	,
sît	KOUS	sît	sîd
der	DDART.Masc.Nom.Sg.*	der	dër
rât	NA.Masc.Nom.Sg.st	rât	rât
aller	DIN.Masc.Nom.Sg.st	aller	all
an	APPR	an	ane
dir	PPER.*.Dat.Sg.2	dir	dû
einic	ADJA.Pos	einic	èinig
stât	VVFIN.Ind.Pres.Sg.3	stât	stân
.	$_	.	.
	
nu	AVD	nû	nû
rât	VVIMP.Sg.2	rât	râten
mir	PPER.*.Dat.Sg.1	mir	ich
mit	APPR	mit	mit
triuwen	NA.Fem.Dat.Pl.*	triuwen	triuwe
umbe	APPR	umbe	umbe
ein	DIART	ein	èin
megetîn	NA.Neut.Akk.Sg.st	magedîn	magedîn
,	$_	,	,
diu	DRELS.Fem.Nom.Sg	diu	dër
mir	PPER.*.Dat.Sg.1	mir	ich
hie	AVD	hier	hièr
ze	APPR	ze	ze
frouwen	NA.Fem.Dat.Pl.*	vrouwen	vrouwe
müge	VMFIN.Subj.Pres.Sg.3	müge	mügen
wol	AVD	wole	wole
genôzsam	ADJD.Pos	genôzsam	genôzsam
sîn.>	VAINF	sîn	sîn
er	PPER.Masc.Nom.Sg.3	er	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
vil	AVD	vile	vile
lieber	ADJA.Pos.Masc.Nom.Sg.st	lieber	lièb
hêrre	NA.Masc.Nom.Sg.*	hêrre	hêrre
,	$_	,	,
daz	DDS.Neut.Akk.Sg.*	daz	dër
tuon	VVFIN.Ind.Pres.Sg.1	tuon	tuon
ich	PPER.*.Nom.Sg.1	ich	ich
dir	PPER.*.Dat.Sg.2	dir	dû
kunt	ADJD.Pos	kunt	kund
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
sitzt	VVFIN.Ind.Pres.Sg.3	sitzet	sitzen
ze	APPR	ze	ze
salnecke	NE.Dat.Sg	Salnecke	Salneck
ein	DIART.Masc.Nom.Sg.*	ein	èin
künec	NA.Masc.Nom.Sg.st	küninc	küning
,	$_	,	,
heizt	VVFIN.Ind.Pres.Sg.3	heizet	hèizen
walgunt	NE.Nom.Sg	Walgunt	Walgund
:	$_	:	:
sîn	DPOSA	sîn	sîn
frouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
geheizen	VVPP	geheizen	hèizen
diu	DDART.Fem.Nom.Sg.*	diu	dër
schoene	ADJA.Pos.Fem.Nom.Sg.wk	schoene	schoène
liebgart	NE.Nom.Sg	Liepgart	Liepgart
:	$_	:	:
sê,	$_	sê	sê
diu	DDS.Neut.Nom.Pl.*	diu	dër
habent	VAFIN.Ind.Pres.Pl.3	habent	haben
ein	DIART.Fem.Akk.Sg.*	ein	èin
tohter	NA.Fem.Akk.Sg.st	tohter	tohter
,	$_	,	,
daz	KOUS	daz	dazz
nie	AVD	nie	niè
kein	DIA.Masc.Nom.Sg.*	kein	kèin
schoener	NA.Masc.Nom.Sg.st	schuohenær	schônære
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
.	$_	.	.
	
hiltburc	NE.Nom.Sg	Hiltburc	Hiltburg
diu	DDART.Fem.Nom.Sg.*	diu	dër
schoene	NA.Fem.Nom.Sg.*	schoene	schoène
sô	AVD	sô	sô
