wer	PW.Masc.Nom.Sg.st	wer	wër
herzen	NA.Neut.Gen.Sg.wk	herzen	hërze
gir	NA.Fem.Dat.Sg.st	gire	gire
!	$_	!	!
	
leider	AVD	leider	lèider
,	$_	,	,
nû	AVD	nû	nû
geswîchent	VVIMP.Pl.2	geswîchent	geswîchen
mir	PPER.*.Dat.Sg.1	mir	ich
beidiu	KON	beidiu	bèide
zunge	NA.Fem.Nom.Sg.*	zunge	zunge
und	KON	und	unte
ouch	AVD	ouch	ouch
der	DDART.Masc.Nom.Sg.*	der	dër
sin	NA.Masc.Nom.Sg.st	sin	sinn
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
der	DDART.Fem.Gen.Sg.*	der	dër
rede	NA.Fem.Gen.Sg.st	rede	rède
niht	PTKNEG	niht	niht
meister	NA.Masc.Nom.Sg.st	meister	mèister
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
die	DRELS.Fem.Akk.Sg	die	dër
ich	PPER.*.Nom.Sg.1	ich	ich
ze	APPR	ze	ze
sprechen	NA.Neut.Dat.Sg.st	sprechenne	sprëchen
willen	VMFIN.Ind.Pres.Sg.1	willen	wèllen
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
,	$_	,	,
wandaz	KOUS	wan_daz	wan_dazz
ichz	PPER.*.Nom.Sg.1|PPER.Neut.Akk.Sg.3	ich|ez	ich|ër
dar	PAVD	dâr	dâr
ûf	PAVAP	ûf	ûf
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
getân	VVPP	getân	tuon
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
mînen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
willen	NA.Masc.Akk.Sg.*	willen	wille
hie	AVD	hier	hièr
gerne	AVD	gerne	gërne
erzeicte	VVFIN.*.Past.Sg.1	erzeigte	erzèigen
-	$_	-	-
wesse	VVFIN.Subj.Past.Sg.1	wesse	wizzen
ich	PPER.*.Nom.Sg.1	ich	ich
wie	AVW	wie	wiè
-	$_	-	-
daz	KOUS	daz	dazz
ez	PPER.Neut.Nom.Sg.3	ez	ër
die	DDART.*.Akk.Pl.*	die	dër
wîsen	ADJA.Pos.*.Akk.Pl.wk	wîsen	wîse
dûhte	VVFIN.*.Past.Sg.3	dûhte	dunken
guot	ADJD.Pos	guot	guot
.	$_	.	.
	
got	NA.Masc.Nom.Sg.st	got	got
gebe	VVFIN.Subj.Pres.Sg.3	gebe	gëben
mir	PPER.*.Dat.Sg.1	mir	ich
sin	PPER.Masc.Gen.Sg.3	sîn	ër
und	KON	und	unte
in	APPR	in	in
den	DDART.Masc.Akk.Sg.*	den	dër
muot	NA.Masc.Akk.Sg.st	muot	muot
daz	KOUS	daz	dazz
si	PPER.*.Nom.Pl.3	si	ër
mirz	PPER.*.Dat.Sg.1|PPER.Neut.Akk.Sg.3	mir|ez	ich|ër
vervâhen	VVFIN.*.Pres.Pl.3	vervâhen	vervâhen
wol	AVD	wole	wole
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
noch	AVD	noch	noh
ganzer	ADJA.Pos.*.Gen.Pl.st	ganzer	ganz
sinne	NA.Masc.Gen.Pl.st	sinne	sinn
hol	NA.Neut.Nom.Sg.st	hol	hol
;	$_	;	;
des	DDS.Neut.Gen.Sg.*	des	dër
sprich	VVFIN.Ind.Pres.Sg.1	spriche	sprëchen
ich	PPER.*.Nom.Sg.1	ich	ich
nâch	APPR	nâch	nâh
kindes	NA.Neut.Gen.Sg.st	kindes	kind
sit	NA.Fem,Masc.Dat.Sg.*	site	site
.	$_	.	.
	
erziuge	VVFIN.*.Pres.Sg.1	erziuge	erziugen
ich	PPER.*.Nom.Sg.1	ich	ich
hie	AVD	hier	hièr
iht	NA.Neut.Akk.Sg.st	iht	iht
guotes	NA.Neut.Gen.Sg.st	guotes	guot
mit,	$_	mit	<unknown>
ob	KOUS	ob	obe
mîn	DPOSA	mîn	mîn
geist	NA.Masc.Nom.Sg.st	geist	gèist
gevüeget	VVFIN.Ind.Pres.Sg.3	geweget	gevüègen
daz	DDS.Neut.Akk.Sg.*	daz	dër
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
man	PI.*.Nom.Sg.st	man	man
mir	PPER.*.Dat.Sg.1	mir	ich
danken	VVINF	danken	danken
baz	AVD.Comp	baz	bazz
dan	KOKOM	danne	danne
einem	DIART.Masc.Dat.Sg.st	einem	èin
sinne	NA.Masc.Dat.Sg.st	sinne	sinn
rîchen	ADJA.Pos.Masc.Dat.Sg.wk	rîchen	rîche
man	NA.Masc.Dat.Sg.st	manne	mann
,	$_	,	,
der	DDART.Masc.Nom.Sg.*	der	dër
meister	NA.Masc.Nom.Sg.st	meister	mèister
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
und	KON	und	unte
sprechen	VVINF	sprechen	sprëchen
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
:	$_	:	:
der	DDS.Masc.Nom.Sg.*	der	dër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
des	DDS.Neut.Gen.Sg.*	des	dër
mêr	AVD.Comp	mêr	mêre
dan	KOKOM	danne	danne
ich	PPER.*.Nom.Sg.1	ich	ich
getân	VVPP	getân	tuon
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
mir	PPER.*.Dat.Sg.1	mir	ich
des	DDS.Neut.Gen.Sg.*	des	dër
genâde	NA.Fem.Akk.Sg.st	genâde	genâde
sagen	VVINF	sagen	sagen
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
her	AVD	her	hëre
in	APPR	in	in
mînen	DPOSA.*.Dat.Pl.st	mînen	mîn
tagen	NA.Masc.Dat.Pl.st	tagen	tag
mich	PRF.Akk.Sg.st	mich	ich
dar	PAVD	dâr	dâr
ûf	PAVAP	ûf	ûf
geflizzen	VVPP	gevlizzen	vlîzen
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
,	$_	,	,
sît	KOUS	sît	sîd
ich	PPER.*.Nom.Sg.1	ich	ich
mich	PRF.Akk.Sg.st	mich	ich
guotes	ADJA.Pos.Neut.Gen.Sg.st	guotes	guot
êrst	AVD.Sup	êrst	êreste
versan	VVFIN.Ind.Past.Sg.1	versan	versinnen
,	$_	,	,
wie	AVW	wie	wiè
ich	PPER.*.Nom.Sg.1	ich	ich
mit	APPR	mit	mit
mîner	DPOSA.Fem.Dat.Sg.st	mîner	mîn
zungen	NA.Fem.Dat.Sg.st	zungen	zunge
daz	DDS.Neut.Akk.Sg.*	daz	dër
verdiente	VVFIN.*.Past.Sg.1	verdiente	verdiènen
daz	KOUS	daz	dazz
die	DDART.*.Nom.Pl.*	die	dër
wîsen	ADJA.Pos.*.Nom.Pl.wk	wîsen	wîse
baz	AVD.Comp	baz	bazz
mich	PPER.*.Akk.Sg.1	mich	ich
mit	APPR	mit	mit
ir	DPOSA	ire	ire
gruoze	NA.Fem.Dat.Sg.st	gruoze	gruoze
hêten	VAFIN.*.Past.Pl.3	hæten	haben
doch	AVD	doch	doh
;	$_	;	;
des	DDS.Neut.Gen.Sg.*	des	dër
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
ich	PPER.*.Nom.Sg.1	ich	ich
erlâzen	VVPP	erlâzen	erlâzen
noch	AVD	noch	noh
;	$_	;	;
daz	DDS.Neut.Nom.Sg.*	daz	dër
machet	VVFIN.Ind.Pres.Sg.3	machet	machen
mîn	DPOSA	mîn	mîn
grôz	ADJA.Pos	grôz	grôz
unheil	NA.Neut.Nom.Sg.st	unheil	unhèil
und	KON	und	unte
mîn	DPOSA	mîn	mîn
boeser	ADJA.Pos.Masc.Nom.Sg.st	boeser	boèse
sin	NA.Masc.Nom.Sg.st	sin	sinn
ein	DIART	ein	èin
teil	NA.Masc,Neut.Nom.Sg.st	teil	tèil
.	$_	.	.
	
waz	PW.Neut.Nom.Sg.st	waz	wër
frumt	VVFIN.Ind.Pres.Sg.3	vrumet	vrumen
den	DDART.Masc.Akk.Sg.*	den	dër
rîchen	ADJA.Pos.*.Dat.Pl.*	rîchen	rîche
argen	ADJA.Pos.Masc.Akk.Sg.*	argen	arg
man	NA.Masc.Akk.Sg.st	man	mann
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
al	DIA	al	all
der	DDART.Fem.Dat.Sg.*	der	dër
werlt	NA.Fem.Gen.Sg.st	werlt	wërelt
guotes	NA.Neut.Gen.Sg.st	guotes	guot
erban	VVFIN.Subj.Pres.Sg.3	erban	erbunnen
,	$_	,	,
ob	KOUS	ob	obe
er	PPER.Masc.Nom.Sg.3	er	ër
tûsent	ADJA.Pos.Fem.Akk.Pl.*	tûsent	tûsent
marke	NA.Fem.Akk.Pl.st	marke	marke
heizet	VVFIN.Ind.Pres.Sg.3	heizet	hèizen
in	APPR	in	in
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
arke	NA.Fem.Dat.Sg.st	arke	arke
vil	AVD	vile	vile
vaste	AVD	vaste	vaste
besliezen	VVINF	besliezen	beslièzen
?	$_	?	?
	
wer	PW.Masc.Nom.Sg.st	wer	wër
mac	VMFIN.Ind.Pres.Sg.3	mac	mügen
des	DDS.Neut.Gen.Sg.*	des	dër
geniezen	VVINF	geniezen	genièzen
,	$_	,	,
ern	PPER.Masc.Nom.Sg.3|PTKNEG	er|ne	ër|ne
wellez	VMFIN.Ind.Pres.Sg.3|PPER.Neut.Akk.Sg.3	wil|ez	wèllen|ër
teilen	VVINF	teilen	tèilen
unde	KON	unde	unte
geben	VVINF	geben	gëben
?	$_	?	?
	
an	APPR	an	ane
dem	DDART.Neut.Dat.Sg.*	dem	dër
honige	NA.Neut.Dat.Sg.st	honige	honig
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
mir	PPER.*.Dat.Sg.1	mir	ich
vergeben	VVPP	vergeben	vergëben
,	$_	,	,
wand	KO*	wande	wante
ich	PPER.*.Nom.Sg.1	ich	ich
durch	APPR	durch	durh
minen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
boesen	ADJA.Pos.Masc.Akk.Sg.*	boesen	boèse
gemach	NA.Masc.Akk.Sg.st	gemach	gemach
mînen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
schaden	NA.Masc.Akk.Sg.*	schaden	schade
übersach	VVFIN.Ind.Past.Sg.1	übersach	übersëhen
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
mîn	DPOSA	mîn	mîn
leben	NA.Masc,Neut.Nom.Sg.st	leben	lëben
immer	AVD	iemer	ièmer
swach	ADJD.Pos	swach	swach
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
wellent	VMFIN.Ind.Pres.Pl.3	wellent	wèllen
daz	DDS.Neut.Akk.Sg.*	daz	dër
daz	KOUS	daz	dazz
iht	AVD	iht	iht
witze	NA.Fem.Nom.Pl.st	witze	witze
sîn	VAFIN.*.Pres.Pl.3	sîn	sîn
,	$_	,	,
swer	PG.Masc.Nom.Sg.st	swer	swër
rôtez	ADJA.Pos.Neut.Akk.Sg.st	rôtez	rôt
golt	NA.Neut.Akk.Sg.st	golt	gold
under	APPR	under	unter
diu	DDART.Neut.Akk.Pl.*	diu	dër
swîn	NA.Neut.Akk.Pl.st	swîn	swîn
werfe	VVFIN.Subj.Pres.Sg.3	werfe	wërfen
und	KON	und	unte
edel	ADJA.Pos	edel	èdele
gesteine	NA.Neut.Akk.Sg.st	gesteine	gestèine
:	$_	:	:
des	DDS.Neut.Gen.Sg.*	des	dër
vreuwent	VVFIN.Ind.Pres.Pl.3	vröuwent	vröuwen
si	PPER.*.Nom.Pl.3	si	ër
sich	PRF.Akk.*.*	sich	sich
doch	AVD	doch	doh
kleine	ADJD.Pos	kleine	klèine
:	$_	:	:
si	PPER.*.Nom.Pl.3	si	ër
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
ie	AVD	ie	iè
vür	APPR	vür	vüre
daz	DDART.Neut.Akk.Sg.*	daz	dër
golt	NA.Neut.Akk.Sg.st	golt	gold
der	DDART.*.Gen.Pl.*	der	dër
vil	AVD	vile	vile
trüeben	ADJA.Pos.*.Gen.Pl.wk	trüeben	trüèbe
lachen	NA.Neut.Gen.Pl.st	lachene	lachen
holt	ADJD.Pos	holt	hold
;	$_	;	;
dâ	PAVD	dâ	dâr
bewellent	VVFIN.Ind.Pres.Pl.3	bewellent	bewëllen
si	PPER.*.Nom.Pl.3	si	ër
sich	PRF.Akk.*.*	sich	sich
inne	PAVAP	inne	inne
.	$_	.	.
	
-	$_	-	-
swer	PG.Masc.Nom.Sg.st	swer	swër
guote	ADJA.Pos.Fem.Akk.Sg.st	guote	guot
rede	NA.Fem.Akk.Sg.st	rede	rède
minne	VVFIN.Subj.Pres.Sg.3	minne	minnen
und	KON	und	unte
si	PPER.Fem.Akk.Sg.3	si	ër
gerne	AVD	gerne	gërne
hoere	VVFIN.Subj.Pres.Sg.3	hoere	hoèren
sagen	VVINF	sagen	sagen
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
mit	APPR	mit	mit
zühten	NA.Fem.Dat.Pl.st	zühten	zuht
gedagen	VVINF	gedagen	gedagen
und	KON	und	unte
merken	VVINF	merken	mèrken
si	PPER.Fem.Akk.Sg.3	si	ër
rehte	AVD	rehte	rëhte
:	$_	:	:
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
im	PPER.Masc.Dat.Sg.3	im	ër
guot	ADJD.Pos	guot	guot
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
getiuret	VVFIN.Ind.Pres.Sg.3	getiuret	getiuren
vil	AVD	vile	vile
manges	DIA.Masc.Gen.Sg.st	maniges	manig
mannes	NA.Masc.Gen.Sg.st	mannes	mann
muot	NA.Masc,Neut.Akk.Sg.st	muot	muot
,	$_	,	,
wand	KO*	wande	wante
er	PPER.Masc.Nom.Sg.3	er	ër
vernimt	VVFIN.Ind.Pres.Sg.3	vernimet	vernëmen
vil	AVD	vile	vile
lîhte	AVD	lîhte	lîhte
dâ	AVD	dâ	dâr
des	DRELS.Neut.Gen.Sg	des	dër
er	PPER.Masc.Nom.Sg.3	er	ër
sich	PRF.Akk.*.*	sich	sich
gebezzert	VVFIN.Ind.Pres.Sg.3	gebezzert	gebèzzeren
sâ	AVD	sâ	sâr
;	$_	;	;
daz	DDS.Neut.Nom.Sg.*	daz	dër
getiuret	VVFIN.Ind.Pres.Sg.3	getiuret	getiuren
in	PPER.Masc.Akk.Sg.3	in	ër
oft	AVD	ofte	ofte
anderswâ	AVD	anderswâ	andereswâr
.	$_	.	.
	
sô	AVD	sô	sô
spricht	VVFIN.Ind.Pres.Sg.3	sprichet	sprëchen
vil	AVD	vile	vile
lîhte	AVD	lîhte	lîhte
ein	DIART	ein	èin
tumber	ADJA.Pos.Masc.Nom.Sg.st	tumber	tumb
man	NA.Masc.Nom.Sg.st	man	mann
eine	DIART.Fem.Akk.Sg.st	eine	èin
rede	NA.Fem.Akk.Sg.st	rede	rède
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
si	PPER.Fem.Akk.Sg.3	si	ër
gemerken	VVINF	gemerken	gemèrken
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
dem	DDS.Masc.Dat.Sg.*	dem	dër
ze	APPR	ze	ze
staten	NA.Fem.Dat.Pl.*	staten	state
kumt	VVFIN.Ind.Pres.Sg.3	kumet	komen
und	KON	und	unte
im	PPER.Masc.Dat.Sg.3	im	ër
an	APPR	an	ane
sînen	DPOSA.*.Dat.Pl.st	sînen	sîn
siten	NA.Fem,Masc.Dat.Pl.*	sîten	site
vrumt	VVFIN.Ind.Pres.Sg.3	vrumet	vrumen
.	$_	.	.
	
swâ	AVG	swâ	swâr
von	APPR	von	von
dem	DDART.Neut.Dat.Sg.*	dem	dër
guoten	ADJA.Pos.Neut.Dat.Sg.wk	guoten	guot
guot	NA.Neut.Dat.Sg.st	guote	guot
geschiht	VVFIN.Ind.Pres.Sg.3	geschihet	geschëhen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
dunket	VVFIN.Ind.Pres.Sg.3	dunket	dunken
die	DDART.*.Akk.Pl.*	die	dër
boesen	ADJA.Pos.*.Akk.Pl.wk	boesen	boèse
gar	AVD	gar	gare
enwiht	NA.Neut.Nom.Sg.st	niwiht	niwiht
,	$_	,	,
wand	KO*	wande	wante
in	PPER.*.Dat.Pl.3	in	ër
vil	AVD	vile	vile
wênic	NA.Neut.Nom.Sg.st	wênic	wênig
ze	APPR	ze	ze
herzen	NA.Neut.Dat.Sg.wk	herzen	hërze
gât	VVFIN.Ind.Pres.Sg.3	gât	gân
guotiu	ADJA.Pos.Fem.Nom.Sg.st	guotiu	guot
rede	NA.Fem.Nom.Sg.*	rede	rède
und	KON	und	unte
guot	ADJA.Pos.Fem.Nom.Sg.*	guot	guot
getât	NA.Fem.Nom.Sg.st	getât	getât
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
bietent	VVFIN.Ind.Pres.Pl.3	bietent	bièten
lîhte	AVD	lîhte	lîhte
d'ôren	VVINF	dorren	dorren
dar	AVD	dar	dâr
:	$_	:	:
ir	DPOSA.Masc,Neut.Nom.Sg.*	ire	ire
muot	NA.Masc,Neut.Nom.Sg.st	muot	muot
stêt	VVFIN.Ind.Pres.Sg.3	stêt	stân
aber	AVD	aber	aber
anders	AVD	anders	anderes
war	ADJD.Pos	wâr	wâr
:	$_	:	:
an	APPR	an	ane
valsch	NA.Masc.Akk.Sg.st	valsch	valsch
und	KON	und	unte
an	APPR	an	ane
bôsheit	NA.Fem.Dat.Sg.st	bôsheit	bôshèit
.	$_	.	.
	
swaz	PG.Neut.Nom.Sg.st	swaz	swër
den	DDS.*.Dat.Pl.*	den	dër
von	APPR	von	von
mir	PPER.*.Dat.Sg.1	mir	ich
wirt	VAFIN.Ind.Pres.Sg.3	wirdet	wërden
geseit	VVPP	geseit	sagen
,	$_	,	,
