rîchiu	ADJA.Pos.Fem.Nom.Sg.st	rîchiu	rîche
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
den	DDART.Masc.Akk.Sg.*	den	dër
sin	NA.Masc.Akk.Sg.st	sin	sinn
ie	AVD	ie	iè
dar	PAVD	dâr	dâr
ûf	PAVAP	ûf	ûf
arbeite	VVFIN.*.Pres.Sg.1	arbeite	arbèiten
daz	KOUS	daz	dazz
got	NA.Masc.Nom.Sg.st	got	got
zuo	APPR	zuo	ze
geleite	NA.Neut.Dat.Sg.st	geleite	gelèite
geruochte	VVFIN.*.Past.Sg.3	geruochte	geruochen
vüegen	VVINF	wegen	vüègen
mîner	DPOSA.Fem.Gen.Sg.st	mîner	mîn
kunst	NA.Fem.Gen.Sg.st	kunst	kunst
saelde	NA.Fem.Gen.Sg.st	sælde	sælede
und	KON	und	unte
edeler	ADJA.Pos.*.Gen.Pl.st	edeler	èdele
herzen	NA.Neut.Gen.Pl.wk	herzen	hërze
gunst	NA.Fem.Akk.Sg.st	gunst	gunst
.	$_	.	.
	
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
des	DDS.Neut.Gen.Sg.*	des	dër
gelücke	NA.Neut.Nom.Sg.st	gelücke	gelücke
walten	VVINF	walten	walten
und	KON	und	unte
mir	PPER.*.Dat.Sg.1	mir	ich
den	DDART.Masc.Akk.Sg.*	den	dër
prîs	NA.Masc.Akk.Sg.st	prîs	prîs
behalten	VVINF	behalten	behalten
ûf	APPR	ûf	ûf
den	DRELS.Masc.Akk.Sg	den	dër
ich	PPER.*.Nom.Sg.1	ich	ich
sus	AVD	sus	sus
garbeitet	VVPP	gearbeitet	arbèiten
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
,	$_	,	,
sô	AVD	sô	sô
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
ûf	APPR	ûf	ûf
den	DDART.Masc.Akk.Sg.*	den	dër
süezen	ADJA.Pos.Masc.Akk.Sg.*	süezen	süèze
wân	NA.Masc.Akk.Sg.st	wân	wân
und	KON	und	unte
ûf	APPR	ûf	ûf
des	DDART.Masc,Neut.Gen.Sg.*	des	dër
lônes	NA.Masc,Neut.Gen.Sg.st	lônes	lôn
gewin	NA.Masc.Akk.Sg.st	gewin	gewinn
arbeiten	VVINF	arbeiten	arbèiten
aber	AVD	aber	aber
mînen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
sin	NA.Masc.Akk.Sg.st	sin	sinn
und	KON	und	unte
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
bescheiden	VVINF	bescheiden	beschèiden
hie	AVD	hier	hièr
an	APPR	an	ane
dirr	DDA.Fem.Dat.Sg.*	dirr	dise
âventiure	NA.Fem.Dat.Sg.st	âventiure	âventiure
wie	AVW	wie	wiè
ein	DIART.Masc.Nom.Sg.*	ein	èin
der	DDART.Masc.Nom.Sg.*	der	dër
tugentrîchste	ADJA.Pos.Masc.Nom.Sg.wk	tugentrîcheste	tugendrîche
man	NA.Masc.Nom.Sg.st	man	mann
der	DRELS.Masc.Nom.Sg	der	dër
ritters	NA.Masc.Gen.Sg.st	ritters	rîtære
namen	NA.Masc.Akk.Sg.*	namen	name
ie	AVD	ie	iè
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
dirre	DDA.Fem.Gen.Sg.*	dirre	dise
welte	NA.Fem.Gen.Sg.st	werelte	wërelt
prîs	NA.Masc.Akk.Sg.st	prîs	prîs
erwarp	VVFIN.Ind.Past.Sg.3	erwarp	erwërben
,	$_	,	,
wie	AVW	wie	wiè
er	PPER.Masc.Nom.Sg.3	er	ër
warp	VVFIN.Ind.Past.Sg.3	warp	wërben
,	$_	,	,
wier	AVW|PPER.Masc.Nom.Sg.3	wie|er	wiè|ër
verdarp	VVFIN.Ind.Past.Sg.3	verdarp	verdërben
,	$_	,	,
wier	AVW|PPER.Masc.Nom.Sg.3	wie|er	wiè|ër
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
welte	NA.Fem.Dat.Sg.st	werelte	wërelt
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
geborn	VVPP	geboren	gebëren
,	$_	,	,
wie	AVW	wie	wiè
im	PPER.Masc.Dat.Sg.3	im	ër
besunder	AVD	besunder	besunter
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
erkorn	VVPP	erkoren	erkièsen
der	DDART.Fem.Gen.Sg.*	der	dër
welte	NA.Fem.Gen.Sg.st	werelte	wërelt
hoehstiu	ADJA.Pos.Fem.Nom.Sg.st	hôhestiu	hôh
werdekeit	NA.Fem.Nom.Sg.st	werdicheit	wërdighèit
,	$_	,	,
wier	AVW|PPER.Masc.Nom.Sg.3	wie|er	wiè|ër
die	DDART.Fem.Akk.Sg.*	die	dër
werdekeit	NA.Fem.Akk.Sg.st	werdicheit	wërdighèit
erstreit	VVFIN.Ind.Past.Sg.3	erstreit	erstrîten
daz	KOUS	daz	dazz
sîn	DPOSA	sîn	sîn
lop	NA.Masc,Neut.Nom.Sg.st	lop	lob
,	$_	,	,
sîn	DPOSA	sîn	sîn
name	NA.Masc.Nom.Sg.*	name	name
,	$_	,	,
sîn	DPOSA	sîn	sîn
lebn	NA.Masc,Neut.Nom.Sg.st	leben	lëben
an	APPR	an	ane
lobe	NA.Masc,Neut.Dat.Sg.st	lobe	lob
ze	APPR	ze	ze
mâz	NA.Neut.Dat.Sg.st	mâze	mâz
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
gegebn	VVPP	gegeben	gëben
den	DDART.*.Dat.Pl.*	den	dër
tumben	ADJA.Pos.*.Dat.Pl.*	tumben	tumb
und	KON	und	unte
den	DDART.*.Dat.Pl.*	den	dër
wîsen	ADJA.Pos.*.Dat.Pl.*	wîsen	wîse
:	$_	:	:
swer	PG.Masc.Nom.Sg.st	swer	swër
werdekeit	NA.Fem.Akk.Sg.st	werdicheit	wërdighèit
wil	VMFIN.Ind.Pres.Sg.3	wile	wèllen
prîsen	VVINF	prîsen	prîsen
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
muoz	VMFIN.Ind.Pres.Sg.3	muoz	müèzen
den	DDART.Masc.Akk.Sg.*	den	dër
stolzen	ADJA.Pos.Masc.Akk.Sg.*	stolzen	stolz
degen	NA.Masc.Akk.Sg.st	degen	dëgen
wîs	ADJD.Pos	wîs	wîse
prîsen	VVINF	prîsen	prîsen
und	KON	und	unte
sînen	DPOSA.Masc.Akk.Sg.st	sînen	sîn
prîs	NA.Masc.Akk.Sg.st	prîs	prîs
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
geborn	VVPP	geboren	gebëren
von	APPR	von	von
hôher	ADJA.Pos.Fem.Dat.Sg.st	hôher	hôh
art	NA.Fem.Dat.Sg.st	art	art
daz	KOUS	daz	dazz
vor	APPR	vore	vore
den	DDART.*.Dat.Pl.*	den	dër
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
geborn	VVPP	geboren	gebëren
ûf	APPR	ûf	ûf
die	DDART.Fem.Akk.Sg.*	die	dër
erde	NA.Fem.Akk.Sg.st	erde	ërde
der	DRELS.Masc.Nom.Sg	der	dër
mit	APPR	mit	mit
sô	AVD	sô	sô
hôhem	ADJA.Pos.Masc.Dat.Sg.st	hôhem	hôh
werde	NA.Masc,Neut.Dat.Sg.st	werde	wërd
sô	AVD	sô	sô
manger	DIA.Fem.Gen.Sg.st	maniger	manig
zungen	NA.Fem.Gen.Sg.st	zungen	zunge
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
erkant	VVPP	erkant	erkènnen
.	$_	.	.
	
in	PPER.Masc.Akk.Sg.3	in	ër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
manec	DIA.Masc.Nom.Sg.*	manic	manig
man	NA.Masc.Nom.Sg.st	man	mann
genant	VVPP	genant	nènnen
und	KON	und	unte
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
âventiure	NA.Fem.Akk.Sg.st	âventiure	âventiure
geseit	VVPP	geseit	sagen
mit	APPR	mit	mit
lügen	NA.Fem.Dat.Pl.*	lügen	lüge
und	KON	und	unte
ouch	AVD	ouch	ouch
mit	APPR	mit	mit
wârheit	NA.Fem.Dat.Sg.st	wârheit	wârhèit
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
doch	AVD	doch	doh
niht	PTKNEG	niht	niht
rehte	AVD	rehte	rëhte
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
geseit	VVPP	geseit	sagen
von	APPR	von	von
im	PPER.Masc.Dat.Sg.3	im	ër
die	DDART.Fem.Akk.Sg.*	die	dër
rehten	ADJA.Pos.Fem.Akk.Sg.wk	rehten	rëht
wârheit	NA.Fem.Akk.Sg.st	wârheit	wârhèit
.	$_	.	.
	
durch	APPR	durch	durh
daz	DDS.Neut.Akk.Sg.*	daz	dër
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
ich	PPER.*.Nom.Sg.1	ich	ich
gevlizzen	VVPP	gevlizzen	vlîzen
mich	PRF.Akk.Sg.st	mich	ich
al	DIA.Masc.Akk.Pl.*	al	all
mîne	DPOSA.Masc.Akk.Pl.st	mîne	mîn
tage	NA.Masc.Akk.Pl.st	tage	tag
sîtdaz	KOUS	sît_daz	sît_dazz
ich	PPER.*.Nom.Sg.1	ich	ich
tihtens	NA.Neut.Gen.Sg.st	tihtenes	tihten
ie	AVD	ie	iè
begunde	VVFIN.*.Past.Sg.1	begunde	beginnen
,	$_	,	,
wiech	NA.Neut.Akk.Sg.st	wîc	wîg
diu	DDART.Fem.Nom.Sg.*	diu	dër
maere	ADJA.Pos.Fem.Nom.Sg.wk	mære	mære
vunde	VVFIN.Subj.Past.Sg.3	vünte	vinden
wie	AVW	wie	wiè
der	DDART.Masc.Nom.Sg.*	der	dër
tugentrîche	ADJA.Pos.Masc.Nom.Sg.wk	tugentrîche	tugendrîche
alexander	NE.Nom.Sg	Alexander	Alexander
wunderlîche	AVD	wunderlîche	wunterlîche
wunders	NA.Neut.Gen.Sg.st	wunders	wunter
ûf	APPR	ûf	ûf
der	DDART.Fem.Dat.Sg.*	der	dër
erde	NA.Fem.Dat.Sg.st	erde	ërde
hie	AVD	hier	hièr
mit	APPR	mit	mit
wunderlîcher	ADJA.Pos.Fem.Dat.Sg.st	wunderlîcher	wunterlich
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
begie	VVFIN.Ind.Past.Sg.3	begie	begân
.	$_	.	.
	
dar	PAVD	dâr	dâr
an	PAVAP	an	ane
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
diu	DDART.Fem.Nom.Sg.*	diu	dër
wârheit	NA.Fem.Nom.Sg.st	wârheit	wârhèit
mir	PPER.*.Dat.Sg.1	mir	ich
ervüllet	VVPP	ervüllet	ervüllen
mînes	DPOSA.Neut.Gen.Sg.st	mînes	mîn
herzen	NA.Neut.Gen.Sg.wk	herzen	hërze
gir	NA.Fem.Akk.Sg.st	gire	gire
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
es	PPER.Neut.Gen.Sg.3	es	ër
nû	AVD	nû	nû
wol	AVD	wole	wole
zende	APPR|NA.Masc,Neut.Dat.Sg.st	ze|ende	ze|ènte
komn	VVPP	komen	komen
und	KON	und	unte
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
von	APPR	von	von
wârheit	NA.Fem.Dat.Sg.st	wârheit	wârhèit
vernomn	VVPP	vernomen	vernëmen
wie	AVW	wie	wiè
sîn	DPOSA.Fem.Nom.Sg.*	sîn	sîn
ellenthaftiu	ADJA.Pos.Fem.Nom.Sg.st	ellenthaftiu	èllenthaft
hant	NA.Fem.Nom.Sg.st	hant	hant
betwanc	VVFIN.Ind.Past.Sg.3	betwanc	bedwingen
vil	NA.Neut.Akk.Sg.st	vile	vile
liute	NA.Masc,Neut.Gen.Pl.st	liute	liut
und	KON	und	unte
manec	DIA.Neut.Akk.Sg.*	manic	manig
lant	NA.Neut.Akk.Sg.st	lant	lant
,	$_	,	,
als	KO*	als	allsô
uns	PPER.*.Akk.Pl.1	uns	wir
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
bewîset	VVPP	bewîset	bewîsen
des	DDS.Neut.Gen.Sg.*	des	dër
der	DDART.Masc.Nom.Sg.*	der	dër
wîs	ADJA.Pos.Masc.Nom.Sg.*	wîs	wîse
aristôtiles	NE.Nom.Sg	Aristoteles	Aristoteles
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
den	DDART.Masc.Akk.Sg.*	den	dër
stolzen	ADJA.Pos.Masc.Akk.Sg.*	stolzen	stolz
degen	NA.Masc.Akk.Sg.st	degen	dëgen
zôch	VVFIN.Ind.Past.Sg.3	zôch	zièhen
den	DRELS.Masc.Akk.Sg	den	dër
valschiu	ADJA.Pos.Fem.Nom.Sg.st	valschiu	valsch
missewende	NA.Fem.Nom.Sg.*	missewende	missewènte
ie	AVD	ie	iè
vlôch	VVFIN.Ind.Past.Sg.3	vlôch	vlièhen
,	$_	,	,
und	KON	und	unte
dem	DRELS.Masc.Dat.Sg	dem	dër
er	PPER.Masc.Nom.Sg.3	er	ër
zaller	APPR|DIA.Fem.Dat.Sg.st	ze|aller	ze|all
zît	NA.Fem.Dat.Sg.st	zît	zît
enbôt	VVFIN.Ind.Past.Sg.3	entbôt	entbièten
sîn	DPOSA	sîn	sîn
gelück	NA.Neut.Akk.Sg.st	gelücke	gelücke
und	KON	und	unte
sîn	DPOSA	sîn	sîn
nôt	NA.Fem,Masc.Akk.Sg.st	nôt	nôt
und	KON	und	unte
swaz	PG.Neut.Nom.Sg.st	swaz	swër
im	PPER.Masc.Dat.Sg.3	im	ër
wunders	NA.Neut.Gen.Sg.st	wunders	wunter
ie	AVD	ie	iè
geschach	VVFIN.Ind.Past.Sg.3	geschach	geschëhen
als	KO*	als	allsô
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
und	KON	und	unte
er	PPER.Masc.Nom.Sg.3	er	ër
uns	PPER.*.Dat.Pl.1	uns	wir
verjach	VVFIN.Ind.Past.Sg.3	verjach	verjëhen
:	$_	:	:
alsô	AVD	alsô	allsô
prüeve	VVFIN.*.Pres.Sg.1	prüeve	brüèven
ich	PPER.*.Nom.Sg.1	ich	ich
die	DDART.Fem.Akk.Sg.*	die	dër
geschiht	NA.Fem.Akk.Sg.st	geschiht	geschiht
als	KO*	als	allsô
uns	PPER.*.Dat.Pl.1	uns	wir
ir	PPER.*.Gen.Pl.3	ir	ër
beider	DIS.*.Gen.Pl.st	beider	bèide
wârheit	NA.Fem.Nom.Sg.st	wârheit	wârhèit
giht	VVFIN.Ind.Pres.Sg.3	jihet	jëhen
.	$_	.	.
	
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
ich	PPER.*.Nom.Sg.1	ich	ich
nû	AVD	nû	nû
vollebringen	VVINF	vollebringen	vollbringen
mit	APPR	mit	mit
sinneclîchen	ADJA.Pos.*.Dat.Pl.*	sinniclîchen	sinniglich
dingen	NA.Neut.Dat.Pl.st	dingen	ding
des	DRELS.Neut.Gen.Sg	des	dër
noch	AVD	noch	noh
daz	DDART.Neut.Akk.Sg.*	daz	dër
maere	NA.Neut.Akk.Sg.st	mære	mære
wîset	VVFIN.Ind.Pres.Sg.3	wîset	wîsen
,	$_	,	,
-	$_	-	-
prîsen	VVINF	prîsen	prîsen
,	$_	,	,
dâ	AVD	dâ	dâr
ez	PPER.Neut.Nom.Sg.3	ez	ër
prîset	VVFIN.Ind.Pres.Sg.3	prîset	prîsen
,	$_	,	,
vehten	NA.Neut.Akk.Sg.st	vehten	vëhten
,	$_	,	,
dâ	AVD	dâ	dâr
ez	PPER.Neut.Nom.Sg.3	ez	ër
vihtet	VVFIN.Ind.Pres.Sg.3	vihtet	vëhten
,	$_	,	,
slihten	VVINF	slihten	slihten
,	$_	,	,
dâ	AVD	dâ	dâr
ez	PPER.Neut.Nom.Sg.3	ez	ër
slihtet	VVFIN.Ind.Pres.Sg.3	slihtet	slihten
,	$_	,	,
wundern	NA.Neut.Dat.Pl.st	wundern	wunter
,	$_	,	,
dâ	AVD	dâ	dâr
ez	PPER.Neut.Nom.Sg.3	ez	ër
wundert	VVFIN.Ind.Pres.Sg.3	wundert	wunteren
,	$_	,	,
sundern	AVD	sundern	sunderen
,	$_	,	,
dâ	AVD	dâ	dâr
ez	PPER.Neut.Nom.Sg.3	ez	ër
sundert	VVFIN.Ind.Pres.Sg.3	sundert	sunteren
die	DDART.*.Akk.Pl.*	die	dër
boesen	ADJA.Pos.*.Akk.Pl.wk	boesen	boèse
von	APPR	von	von
den	DDART.*.Dat.Pl.*	den	dër
besten	ADJA.Sup.*.Dat.Pl.*	bezzisten	bèzzist
,	$_	,	,
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
ich	PPER.*.Nom.Sg.1	ich	ich
die	DDS.*.Akk.Pl.*	die	dër
wol	AVD	wole	wole
gegesten	VVINF	gegestên	gegestân
die	DRELS.*.Akk.Pl	die	dër
mir	PPER.*.Dat.Sg.1	mir	ich
diu	DDART.Fem.Nom.Sg.*	diu	dër
schrift	NA.Fem.Nom.Sg.st	schrift	schrift
vor	AVD	vore	vore
bestet	VVFIN.Ind.Pres.Sg.3	bestêt	bestân
und	KON	und	unte
zuo	APPR	zuo	ze
den	DDART.*.Dat.Pl.*	den	dër
besten	ADJA.Sup.*.Dat.Pl.*	bezzisten	bèzzist
gestet	VVFIN.Ind.Pres.Sg.3	gestêt	gestân
,	$_	,	,
-	$_	-	-
sô	AVD	sô	sô
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
gegen	APPR	gegen	gègen
den	DDART.*.Dat.Pl.*	den	dër
maeren	NA.Neut.Dat.Pl.st	mæren	mære
stegn	VVINF	stegen	stëgen
und	KON	und	unte
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
iu	PPER.*.Dat.Pl.2	iu	ir
sagen	VVINF	sagen	sagen
wer	PW.Masc.Nom.Sg.st	wer	wër
der	DDART.Masc.Nom.Sg.*	der	dër
degn	NA.Masc.Nom.Sg.st	degen	dëgen
von	APPR	von	von
art	NA.Fem,Masc.Dat.Sg.st	art	art
und	KON	und	unte
von	APPR	von	von
gebürte	NA.Fem.Dat.Sg.st	gebürte	geburt
was	VAFIN.Ind.Past.Sg.3	was	wësen
,	$_	,	,
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
die	DDART.Fem.Akk.Sg.*	die	dër
âventiure	NA.Fem.Akk.Sg.st	âventiure	âventiure
las	VVFIN.Ind.Past.Sg.1	las	lësen
.	$_	.	.
	
diu	DDS.Fem.Nom.Sg.*	diu	dër
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
mich	PPER.*.Akk.Sg.1	mich	ich
bewîset	VVPP	bewîset	bewîsen
sô	AVD	sô	sô
daz	KOUS	daz	dazz
hie	PAVD	hier	hièr
vor	PAVAP	vore	vore
in	APPR	in	in
egiptô	NE.Dat.Sg	Egipto	Aegyptus
was	VAFIN.Ind.Past.Sg.3	was	wësen
ein	DIART.Masc.Nom.Sg.*	ein	èin
edel	ADJA.Pos.Masc.Nom.Sg.*	edel	èdele
künec	NA.Masc.Nom.Sg.st	küninc	küning
rîch	ADJN.Masc.Nom.Sg.*	rîche	rîche
,	$_	,	,
dem	DRELS.Masc.Dat.Sg	dem	dër
dô	AVD	dô	dô
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
was	VAFIN.Ind.Past.Sg.3	was	wësen
