ez	PPER.Neut.Nom.Sg.3	ez	ër
mite	PAVAP	mite	mite
er	PPER.Masc.Nom.Sg.3	er	ër
tegelîchen	AVD	tagelîchen	tagelîche
mohte	VMFIN.*.Past.Sg.3	mohte	mügen
erwerben	VVINF	erwerben	erwërben
beide	KON	beide	bèide
guot	NA.Neut.Akk.Sg.st	guot	guot
und	KON	und	unte
êre	NA.Fem.Akk.Sg.st	êre	êre
.	$_	.	.
	
dem	DDART.Masc.Dat.Sg.*	dem	dër
jungen	ADJA.Pos.Masc.Dat.Sg.wk	jungen	jung
sigebande	NE.Dat.Sg	Sigebande	Sigeband
man	PI.*.Nom.Sg.st	man	man
gên	APPR	gein	gègen
hove	NA.Masc.Dat.Sg.st	hove	hov
gebôt	VVFIN.Ind.Past.Sg.3	gebôt	gebièten
,	$_	,	,
dâ	AVD	dâ	dâr
er	PPER.Masc.Nom.Sg.3	er	ër
solte	VMFIN.*.Past.Sg.3	solte	solen
lernen	VVINF	lernen	lërnen
,	$_	,	,
ob	KOUS	ob	obe
im	PPER.Masc.Dat.Sg.3	im	ër
des	DDS.Neut.Gen.Sg.*	des	dër
wurde	VAFIN.Subj.Past.Sg.3	würde	wërden
nôt	NA.Fem.Nom.Sg.st	nôt	nôt
,	$_	,	,
mit	APPR	mit	mit
dem	DDART.Neut.Dat.Sg.*	dem	dër
sper	NA.Neut.Dat.Sg.st	sper	spër
rîten	VVFIN.Subj.Past.Pl.3	riten	rîten
,	$_	,	,
schirmen	VVINF	schirmen	schirmen
unde	KON	unde	unte
schiezen	VVINF	schiezen	schièzen
,	$_	,	,
sô	KO*	sô	sô
er	PPER.Masc.Nom.Sg.3	er	ër
zuo	APPR	zuo	ze
den	DDART.*.Dat.Pl.*	den	dër
vînden	NA.Masc.Dat.Pl.st	vîanden	vîent
koeme	VVFIN.Subj.Past.Sg.3	koeme	komen
,	$_	,	,
daz	KOUS	daz	dazz
ers	PPER.Masc.Nom.Sg.3|PPER.Neut.Gen.Sg.3	er|es	ër|ër
dester	AVD	deste	dëste
baz	AVD.Comp	baz	bazz
möhte	VMFIN.*.Past.Sg.3	mohte	mügen
geniezen	VVINF	geniezen	genièzen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
wuohs	VVFIN.Ind.Past.Sg.3	wuohs	wahsen
unz	AVD	unz	unze
an	APPR	an	ane
die	DDART.Fem.Akk.Sg.*	die	dër
stunde	NA.Fem.Akk.Sg.st	stunde	stunte
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
wâfen	NA.Neut.Akk.Pl.st	wâfen	wâfen
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
.	$_	.	.
	
in	APPR	in	in
heldes	NA.Masc.Gen.Sg.st	heldes	hèled
ahte	NA.Fem.Dat.Sg.st	âhte	âhte
er	PPER.Masc.Nom.Sg.3	er	ër
kunde	VMFIN.*.Past.Sg.3	kunde	kunnen
alles	DIA.Neut.Gen.Sg.st	alles	all
des	DDS.Neut.Gen.Sg.*	des	dër
genuoc	ADJA.Pos.Neut.Akk.Sg.*	genuoc	genuoge
,	$_	,	,
des	DRELS.Neut.Gen.Sg	des	dër
in	PPER.Masc.Akk.Sg.3	in	ër
solten	VMFIN.*.Past.Pl.3	solten	solen
prîsen	VVINF	prîsen	prîsen
man	NA.Masc.Nom.Pl.st	manne	mann
unde	KON	unde	unte
mâgen	NA.Masc.Nom.Pl.*	mâgen	mâge
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
lie	VVFIN.Ind.Past.Sg.3	lie	lâzen
der	DDART.Masc.Nom.Sg.*	der	dër
helt	NA.Masc.Nom.Sg.st	helt	hèled
edele	ADJN.Masc.Nom.Sg.wk	edele	èdele
sich	PRF.Akk.*.*	sich	sich
deheine	DIA.Fem.Akk.Sg.st	decheine	dehèin
zîte	NA.Fem.Akk.Sg.st	zîte	zît
betrâgen	VVINF	betrâgen	betrâgen
.	$_	.	.
	
dar	PAVD	dâr	dâr
nâch	PAVAP	nâch	nâh
in	APPR	in	in
kurzen	ADJA.Pos.*.Dat.Pl.*	kurzen	kurz
stunden	NA.Fem.Dat.Pl.*	stunden	stunte
dô	AVD	dô	dô
schiet	VVFIN.Ind.Past.Sg.3	schiet	schèiden
si	PPER.Fem.Akk.Sg.3	si	ër
der	DDART.Masc.Nom.Sg.*	der	dër
tôt	NA.Masc.Nom.Sg.st	tôt	tôd
,	$_	,	,
sô	KO*	sô	sô
noch	APPR	nâch	nâh
den	DDART.*.Dat.Pl.*	den	dër
edelen	ADJA.Pos.*.Dat.Pl.*	edelen	èdele
liuten	NA.Masc,Neut.Dat.Pl.st	liuten	liut
geschiht	VVFIN.Ind.Pres.Sg.3	geschihet	geschëhen
ze	APPR	ze	ze
grôzer	ADJA.Pos.Fem.Dat.Sg.st	grôzer	grôz
nôt	NA.Fem.Dat.Sg.st	nôt	nôt
.	$_	.	.
	
jâ	AVD	jâ	jâ
erstênt	VVFIN.Ind.Pres.Pl.3	erstênt	erstân
diu	DDART.Neut.Nom.Pl.*	diu	dër
urkünde	NA.Neut.Nom.Pl.st	urkünde	urkünde
in	APPR	in	in
aller	DIA.*.Gen.Pl.st	aller	all
fürsten	ADJA.Sup.*.Dat.Pl.*	vüresten	vürest
rîchen	NA.Neut.Dat.Pl.st	rîchen	rîche
,	$_	,	,
der	DRELS.*.Gen.Pl	der	dër
wir	PPER.*.Nom.Pl.1	wir	wir
mit	APPR	mit	mit
grôzen	ADJA.Pos.*.Dat.Pl.*	grôzen	grôz
sorgen	NA.Fem.Dat.Pl.*	sorgen	sorge
müezen	VMFIN.*.Pres.Pl.1	müezen	müèzen
warten	VVINF	warten	warten
allertegelîchen	AVD	allertagelîchen	allertagelîche
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
sigebandes	NE.Gen.Sg	Sigebandes	Sigeband
muoter	NA.Fem.Nom.Sg.st	muoter	muoter
den	DDART.Masc.Akk.Sg.*	den	dër
witewen	ADJA.Pos.Masc.Akk.Sg.*	witewen	wît
stuol	NA.Masc.Akk.Sg.st	stuol	stuol
besaz	VVFIN.Ind.Past.Sg.3	besaz	besitzen
.	$_	.	.
	
der	DDART.Masc.Nom.Sg.*	der	dër
maere	ADJA.Pos.Masc.Nom.Sg.wk	mære	mære
helt	NA.Masc.Nom.Sg.st	helt	hèled
guoter	ADJN.Masc.Nom.Sg.st	guoter	guot
,	$_	,	,
darumbe	PAVD|PAVAP	dâr|umbe	dâr|umbe
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
er	PPER.Masc.Nom.Sg.3	er	ër
daz	DDS.Neut.Akk.Sg.*	daz	dër
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
niht	PTKNEG	niht	niht
wolte	VMFIN.*.Past.Sg.3	wolte	wèllen
minnen	VVINF	minnen	minnen
ze	APPR	ze	ze
rehter	ADJA.Pos.Fem.Dat.Sg.st	rehter	rëht
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
ê.	NA.Fem.Dat.Sg.wk	êwe	êwe
den	DDART.*.Dat.Pl.*	den	dër
edelen	ADJA.Pos.*.Dat.Pl.*	edelen	èdele
küniginnen	NA.Fem.Dat.Pl.*	küninginnen	küninginne
was	VAFIN.Ind.Past.Sg.3	was	wësen
nâch	APPR	nâch	nâh
sigebanden	NE.Dat.Sg	Sigebanden	Sigeband
wê	AVW	wie	wiè
sîn	DPOSA.Fem.Nom.Sg.*	sîn	sîn
muoter	NA.Fem.Nom.Sg.st	muoter	muoter
riet	VVFIN.Ind.Past.Sg.3	riet	râten
dem	DDART.Masc.Dat.Sg.*	dem	dër
rîchen	ADJA.Pos.Masc.Dat.Sg.wk	rîchen	rîche
,	$_	,	,
daz	KOUS	daz	dazz
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
naeme	VVFIN.Subj.Past.Sg.3	næme	nëmen
ein	DIART	ein	èin
wîp	NA.Neut.Akk.Sg.st	wîp	wîb
,	$_	,	,
dâ	PAVD	dâ	dâr
von	PAVAP	von	vone
getiuret	VVPP	getiuret	tiuren
wurde	VAFIN.Subj.Past.Sg.3	würde	wërden
sîn	DPOSA	sîn	sîn
lant	NA.Neut.Nom.Sg.st	lant	lant
und	KON	und	unte
ouch	AVD	ouch	ouch
sîn	DPOSA	sîn	sîn
lîp	NA.Masc.Nom.Sg.st	lîp	lîb
nâch	APPR	nâch	nâh
sô	AVD	sô	sô
grôzem	ADJA.Pos.Masc,Neut.Dat.Sg.st	grôzem	grôz
sêre	NA.Masc,Neut.Dat.Sg.st	sêre	sêr
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
und	KON	und	unte
ouch	AVD	ouch	ouch
sîn	DPOSA	sîn	sîn
künne	NA.Neut.Nom.Sg.st	künne	künne
:	$_	:	:
nâch	APPR	nâch	nâh
sînes	DPOSA.Masc.Gen.Sg.st	sînes	sîn
vater	NA.Masc.Gen.Sg.st	vateres	vater
tôde	NA.Masc.Dat.Sg.st	tôde	tôd
volgte	VVFIN.*.Past.Sg.3	volgete	volgen
im	PPER.Masc.Dat.Sg.3	im	ër
beide	KON	beide	bèide
freude	NA.Fem.Nom.Sg.*	vröuwede	vröuwede
und	KON	und	unte
michel	ADJA.Pos	michel	michel
wünne	NA.Fem.Akk.Sg.st	wünne	wünne
.	$_	.	.
	
sîner	DPOSA.Fem.Gen.Sg.st	sîner	sîn
muoter	NA.Fem.Gen.Sg.st	muoter	muoter
lêre	NA.Fem.Nom.Sg.*	lêre	lêre
diu	DDS.Fem.Nom.Sg.*	diu	dër
behagete	VVFIN.*.Past.Sg.3	behagete	behagen
im	PPER.Masc.Dat.Sg.3	im	ër
wol	AVD	wole	wole
;	$_	;	;
der	DDS.Masc.Nom.Sg.*	der	dër
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
er	PPER.Masc.Nom.Sg.3	er	ër
volgen	VVINF	volgen	volgen
sêre	AVD	sêre	sêre
als	KO*	als	allsô
man	PI.*.Nom.Sg.st	man	man
friunden	VVINF	vriunden	vriunten
sol	VMFIN.Ind.Pres.Sg.3	sol	solen
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
im	PPER.Masc.Dat.Sg.3	im	ër
werben	VVINF	werben	wërben
eine	AVD	eine	èine
die	DDART.Fem.Akk.Sg.*	die	dër
besten	ADJA.Sup.*.Akk.Pl.wk	bezzisten	bèzzist
von	APPR	von	von
den	DDART.*.Dat.Pl.*	den	dër
rîchen	ADJA.Pos.*.Dat.Pl.*	rîchen	rîche
,	$_	,	,
diu	DDS.Fem.Nom.Sg.*	diu	dër
saz	VVFIN.Ind.Past.Sg.3	saz	sitzen
in	APPR	in	in
norwaege	NE.Dat.Sg	<unknown>	<unknown>
.	$_	.	.
	
des	DDS.Neut.Gen.Sg.*	des	dër
hulfen	VVFIN.*.Past.Pl.3	hulfen	hëlfen
im	PPER.Masc.Dat.Sg.3	im	ër
sîne	DPOSA.*.Nom.Pl.st	sîne	sîn
mâge	NA.Masc.Nom.Pl.*	mâge	mâge
vlîziclîchen	AVD	vlîziclîchen	vlîziglîche
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
im	PPER.Masc.Dat.Sg.3	im	ër
gemahelet	VVPP	gemahelet	mahelen
,	$_	,	,
alsô	AVD	alsô	allsô
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
uns	PPER.*.Dat.Pl.1	uns	wir
geseit	VVPP	geseit	sagen
.	$_	.	.
	
dô	AVD	dô	dô
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
ir	PPER.*.Gen.Pl.3	ir	ër
hovegesinde	NA.Neut.Nom.Sg.st	hovegesinde	hovegesinde
vil	AVD	vile	vile
manic	DIA.Fem.Nom.Sg.*	manic	manig
schoeniu	ADJA.Pos.Fem.Nom.Sg.st	schoeniu	schoène
meit	NA.Fem.Nom.Sg.st	meit	maged
und	KON	und	unte
siben	CARDA.Neut.Nom.Pl.*	siben	siben
hundert	ADJS.Pos.Neut.Nom.Pl.*	hundert	hundert
recken	NA.Masc.Nom.Pl.wk	recken	rècke
von	APPR	von	von
frideschotten	ADJA.Pos.Neut.Dat.Sg.st	vrideschoten	vrideschoèten
lande	NA.Neut.Dat.Sg.st	lande	lant
.	$_	.	.
	
die	DDS.*.Nom.Pl.*	die	dër
fuoren	VVFIN.*.Past.Pl.3	vuoren	varen
mit	APPR	mit	mit
ir	PPER.Fem.Dat.Sg.3	ir	ër
gerne	AVD	gerne	gërne
,	$_	,	,
wan	KO*	wan	wante
si	PPER.*.Nom.Pl.3	si	ër
den	DDART.Masc.Akk.Sg.*	den	dër
jungen	ADJA.Pos.Masc.Akk.Sg.*	jungen	jung
künic	NA.Masc.Akk.Sg.st	küninc	küning
wol	AVD	wole	wole
erkanden	VVFIN.*.Past.Pl.3	erkanten	erkènnen
.	$_	.	.
	
in	APPR	in	in
magetlîchen	ADJA.Pos.*.Dat.Pl.*	magetlîchen	magedlich
êren	NA.Fem.Dat.Pl.*	êren	êre
,	$_	,	,
die	DDS.*.Nom.Pl.*	die	dër
ir	PPER.Fem.Dat.Sg.3	ir	ër
dâ	PAVD	dâ	dâr
fuoren	VVFIN.*.Past.Pl.3	vuoren	varen
mite	PAVAP	mite	mite
,	$_	,	,
sie	PPER.*.Nom.Pl.3	sie	ër
brâhtens	VVFIN.*.Past.Pl.3|PPER.Neut.Akk.Sg.3	brâhten|ez	bringen|ër
im	PPER.Masc.Dat.Sg.3	im	ër
ze	APPR	ze	ze
lande	NA.Neut.Dat.Sg.st	lande	lant
nâch	APPR	nâch	nâh
rîchem	ADJA.Pos.Masc.Dat.Sg.st	rîchem	rîche
küniges	NA.Masc.Gen.Sg.st	küninges	küning
site	NA.Fem,Masc.Dat.Sg.*	site	site
.	$_	.	.
	
die	DRELS.*.Akk.Pl	die	dër
si	PPER.Fem.Akk.Sg.3	si	ër
dâ	AVD	dâ	dâr
sâhen	VVFIN.Ind.Past.Pl.3	sâhen	sëhen
gerne	AVD	gerne	gërne
,	$_	,	,
die	DDS.*.Nom.Pl.*	die	dër
begunden	VVFIN.*.Past.Pl.3	begunden	beginnen
îlen	VVINF	îlen	îlen
.	$_	.	.
	
bedecket	VVFIN.Ind.Pres.Sg.3	bedecket	bedècken
man	PI.*.Nom.Sg.st	man	man
die	DDART.Fem.Akk.Sg.*	die	dër
strâze	NA.Fem.Akk.Sg.st	strâze	strâze
vant	VVFIN.Ind.Past.Sg.3	vant	vinden
vil	AVD	vile	vile
wol	AVD	wole	wole
in	APPR	in	in
vierdehalber	ADJA.Pos.Fem.Dat.Sg.st	vierdehalber	vièrdehalb
mîle	NA.Fem.Dat.Sg.st	mîle	mîle
.	$_	.	.
	
gewetet	VVPP	geweten	wëten
allenthalben	AVD	allenhalben	allenhalben
bî	APPR	bî	bî
den	DDART.*.Dat.Pl.*	den	dër
wegen	NA.Masc.Dat.Pl.st	wegen	wëg
was	VAFIN.Ind.Past.Sg.3	was	wësen
von	APPR	von	von
der	DDART.*.Gen.Pl.*	der	dër
liute	NA.Masc,Neut.Gen.Pl.st	liute	liut
krefte	NA.Fem.Dat.Sg.st	krefte	kraft
bluomen	NA.Fem,Masc.Nom.Pl.*	bluomen	bluome
unde	KON	unde	unte
gras	NA.Neut.Nom.Sg.st	gras	gras
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
in	APPR	in	in
einen	CARDA.*.Dat.Pl.st	einen	èin
zîten	NA.Fem,Neut.Dat.Pl.st	zîten	zît
,	$_	,	,
sô	KO*	sô	sô
diu	DDART.Neut.Nom.Pl.*	diu	dër
loub	NA.Neut.Nom.Pl.st	loup	loub
entspringent	VVFIN.Ind.Pres.Pl.3	entspringent	entspringen
und	KON	und	unte
daz	KOUS	daz	dazz
ouch	AVD	ouch	ouch
in	APPR	in	in
dem	DDART.Masc.Dat.Sg.*	dem	dër
walde	NA.Masc.Dat.Sg.st	walde	wald
alle	DIA.Neut.Nom.Pl.st	alle	all
vogelîn	NA.Neut.Nom.Pl.st	vogellîn	vogellîn
ir	DPOSA	ire	ire
wîse	ADJA.Pos.*.Akk.Pl.st	wîse	wîse
beste	AVD.Sup	bezziste	bèzziste
singent	VVFIN.Ind.Pres.Pl.3	singent	singen
.	$_	.	.
	
gelpher	ADJA.Pos.*.Gen.Pl.st	gelfer	gëlf
tumber	ADJA.Pos.*.Gen.Pl.st	tumber	tumb
liute	NA.Masc,Neut.Gen.Pl.st	liute	liut
reit	VVFIN.Ind.Past.Sg.3	reit	rîten
mit	APPR	mit	mit
ir	PPER.Fem.Dat.Sg.3	ir	ër
genuoc	ADJA.Pos.Neut.Nom.Sg.*	genuoc	genuoge
.	$_	.	.
	
vil	AVD	vile	vile
manic	DIA.Masc.Nom.Sg.*	manic	manig
soumaere	NA.Masc.Nom.Sg.st	soumære	soumære
rîch	ADJA.Pos.Neut.Akk.Sg.*	rîche	rîche
gewaete	NA.Neut.Akk.Sg.st	gewæte	gewæte
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
,	$_	,	,
daz	DRELS.Neut.Nom.Sg	daz	dër
ir	DPOSA.Neut.Nom.Sg.*	ire	ire
hovegesinde	NA.Neut.Nom.Sg.st	hovegesinde	hovegesinde
brâhte	VVFIN.Ind.Past.Sg.3	brâhte	bringen
von	APPR	von	von
dem	DDART.Neut.Dat.Sg.*	dem	dër
lande	NA.Neut.Dat.Sg.st	lande	lant
.	$_	.	.
	
der	DDS.Masc.Nom.Sg.*	der	dër
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
bî	APPR	bî	bî
ir	DPOSA	ire	ire
tûsent	ADJA.Pos	tûsent	tûsent
geladen	VVPP	geladen	laden
mit	APPR	mit	mit
schatze	NA.Masc.Dat.Sg.st	schatze	schatz
unde	KON	unde	unte
mit	APPR	mit	mit
gewande	NA.Neut.Dat.Sg.st	gewande	gewant
.	$_	.	.
	
enphangen	VVPP	entvangen	entvâhen
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
vil	AVD	vile	vile
schône	AVD	schône	schône
daz	DDART.Neut.Nom.Sg.*	daz	dër
minniclîche	ADJA.Pos.Neut.Nom.Sg.wk	minniclîche	minniglich
kint	NA.Neut.Nom.Sg.st	kint	kind
ûf	APPR	ûf	ûf
zweier	CARDA.*.Gen.Pl.st	zweier	zwêne
lande	NA.Neut.Gen.Pl.st	lande	lant
marke	NA.Fem.Dat.Sg.st	marke	marke
,	$_	,	,
dâ	AVD	dâ	dâr
si	PPER.*.Akk.Pl.3	si	ër
der	DDART.Masc.Nom.Sg.*	der	dër
westerwint	NA.Masc.Nom.Sg.st	westerwint	wèsterwint
von	APPR	von	von
des	DDART.Neut.Gen.Sg.*	des	dër
meres	NA.Neut.Gen.Sg.st	meres	mère
ünde	KON	unde	unte
waejen	VVINF	weien	wèien
ab	PTKVZ	ab	abe
begunde	VVFIN.*.Past.Sg.3	begunde	beginnen
.	$_	.	.
	
man	PI.*.Nom.Sg.st	man	man
gab	VVFIN.Ind.Past.Sg.3	gap	gëben
ir	DPOSA.Fem.Akk.Sg.*	ire	ire
herberge	NA.Fem.Akk.Sg.st	herberge	hèrebërge
,	$_	,	,
daz	DRELS.Neut.Akk.Sg	daz	dër
der	DDART.Masc.Nom.Sg.*	der	dër
junge	ADJA.Pos.Masc.Nom.Sg.wk	junge	jung
künic	NA.Masc.Nom.Sg.st	küninc	küning
vil	AVD	vile	vile
wol	AVD	wole	wole
geschaffen	VVINF	geschaffen	geschaffen
kunde	VMFIN.*.Past.Sg.3	kunde	kunnen
.	$_	.	.
	
mit	APPR	mit	mit
buhurt	NA.Masc.Dat.Sg.st	bûhurte	bûhurt
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
enphangen	VVPP	entvangen	entvâhen
diu	DDART.Fem.Nom.Sg.*	diu	dër
ritterlîche	ADJA.Pos.Fem.Nom.Sg.wk	rîtærlîche	rîtærelich
meit	NA.Fem.Nom.Sg.st	meit	maged
:	$_	:	:
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
nu	AVD	nû	nû
zergangen	VVPP	zergangen	zergân
mit	APPR	mit	mit
grôzer	ADJA.Pos.Fem.Dat.Sg.st	grôzer	grôz
arbeit	NA.Fem.Dat.Sg.st	arbeit	arbèit
.	$_	.	.
	
diu	DDART.Fem.Nom.Sg.*	diu	dër
frouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
gefüeret	VVPP	gevüeret	vüèren
in	APPR	in	in
daz	DDART.Neut.Akk.Sg.*	daz	dër
gêren	ADJA.Pos.Neut.Akk.Sg.*	geren	gërn
lant	NA.Neut.Akk.Sg.st	lant	lant
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
dâ	AVD	dâ	dâr
vil	AVD	vile	vile
gewaltic	ADJD.Pos	gewaltic	gewaltig
und	KON	und	unte
sider	AVD	sider	sider
verre	AVD	verre	vërre
bekant	VVPP	bekant	bekènnen
.	$_	.	.
	
swaz	PG.Neut.Akk.Sg.st	swaz	swër
si	PPER.*.Nom.Pl.3	si	ër
ir	PPER.Fem.Dat.Sg.3	ir	ër
kunden	VMFIN.*.Past.Pl.3	kunden	kunnen
dienen	VVINF	dienen	diènen
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
man	PI.*.Nom.Sg.st	man	man
ir	PPER.Fem.Dat.Sg.3	ir	ër
bereit	ADJD.Pos	bereit	berèite
.	$_	.	.
	
den	DDART.Masc.Akk.Sg.*	den	dër
vil	AVD	vile	vile
guoten	ADJA.Pos.Masc.Akk.Sg.*	guoten	guot
moeren	NA.Masc.Akk.Sg.*	môren	môre
diu	DDART.Neut.Nom.Pl.*	diu	dër
guoten	ADJA.Pos.*.Nom.Pl.wk	guoten	guot
satelkleit	NA.Neut.Nom.Pl.st	satelkleit	satelklèid
hiengen	VVFIN.*.Past.Pl.3	hiengen	hâhen
für	APPR	vüre	vüre
die	DDART.Fem.Akk.Sg.*	die	dër
hüeve	NA.Masc.Akk.Pl.*	hübe	hèbe
nider	AVD	nider	nidere
ûf	APPR	ûf	ûf
daz	DDART.Neut.Akk.Sg.*	daz	dër
gras	NA.Neut.Akk.Sg.st	gras	gras
.	$_	.	.
	
ahî	ITJ|ITJ	â|hî	â|hî
wie	AVW	wie	wiè
hôhes	ADJA.Pos.Masc,Neut.Gen.Sg.st	hôhes	hôh
muotes	NA.Masc,Neut.Gen.Sg.st	muotes	muot
der	DDART.Masc.Nom.Sg.*	der	dër
vogt	NA.Masc.Nom.Sg.st	voget	voget
von	APPR	von	von
irlande	NE.Dat.Sg	Irlande	Irlant
was	VAFIN.Ind.Past.Sg.3	was	wësen
!	$_	!	!
	
dô	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
küssen	VVINF	küssen	küssen
solte	VMFIN.*.Past.Sg.3	solte	solen
die	DDART.Fem.Akk.Sg.*	die	dër
minniclîchen	ADJA.Pos.Fem.Akk.Sg.wk	minniclîchen	minniglich
meit	NA.Fem.Akk.Sg.st	meit	maged
,	$_	,	,
bî	APPR	bî	bî
im	PPER.Masc.Dat.Sg.3	im	ër
wart	VAFIN.Ind.Past.Sg.3	wart	wërden
gedrungen	VVPP	gedrungen	dringen
mit	APPR	mit	mit
grôzer	ADJA.Pos.Fem.Dat.Sg.st	grôzer	grôz
arbeit	NA.Fem.Dat.Sg.st	arbeit	arbèit
.	$_	.	.
	
dâ	AVD	dâ	dâr
hôrte	VVFIN.*.Past.Sg.3	hôrte	hoèren
man	PI.*.Nom.Sg.st	man	man
erdiezen	VVINF	erdiezen	erdièzen
manigen	DIA.Masc.Akk.Sg.st	manigen	manig
buckel	NA.Masc.Akk.Sg.st	bückel	buckel
rîchen	ADJN.Masc.Akk.Sg.*	rîchen	rîche
von	APPR	von	von
ir	DPOSA	ire	ire
