None	NA.Fem.Nom.Sg.*	nône	nône
huge	NE.Nom.Sg	Huge	Huge
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
.	$_	.	.
	
botelunges	NE.Gen.Sg	Botelunges	Botelunc
swester	NA.Fem.Nom.Sg.st	swester	swëster
von	APPR	von	von
den	DDART.*.Dat.Pl.*	den	dër
hiunen	NA.Masc.Dat.Pl.*	Hiunen	Hiune
was	VAFIN.Ind.Past.Sg.3	was	wësen
sîn	DPOSA	sîn	sîn
wîp	NA.Neut.Nom.Sg.st	wîp	wîb
.	$_	.	.
	
diu	DDS.Fem.Nom.Sg.*	diu	dër
het	VAFIN.*.Past.Sg.3	hæte	haben
guote	ADJA.Pos.Fem.Akk.Sg.st	guote	guot
witze	NA.Fem.Akk.Sg.st	witze	witze
und	KON	und	unte
tugentlîchen	ADJA.Pos.Masc.Akk.Sg.*	tugentlîchen	tugendlich
lîp	NA.Masc.Akk.Sg.st	lîp	lîb
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
was	VAFIN.Ind.Past.Sg.3	was	wësen
alles	DIA.Masc,Neut.Gen.Sg.st	alles	all
wandels	NA.Masc,Neut.Gen.Sg.st	wandels	wantel
und	KON	und	unte
missewende	NA.Fem.Gen.Sg.st	missewende	missewènte
frî	ADJD.Pos	vrî	vrî
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
ouch	AVD	ouch	ouch
bî	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
kriechen	NA.Masc.Dat.Sg.*	Kriechen	Krièche
schoener	ADJA.Pos.*.Gen.Pl.st	schoener	schoène
süne	NA.Masc.Gen.Pl.st	süne	sun
drî	CARDS.*.Akk.Pl.st	drî	drî
.	$_	.	.
	
si	PPER.Masc.Nom.Pl.3	si	ër
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
liep	ADJD.Pos	liep	lièb
der	DDART.Fem.Dat.Sg.*	der	dër
frouwen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
und	KON	und	unte
ouch	AVD	ouch	ouch
dem	DDART.Masc.Dat.Sg.*	dem	dër
künege	NA.Masc.Dat.Sg.st	küninge	küning
rîch	ADJN.Masc.Dat.Sg.*	rîche	rîche
.	$_	.	.
	
durch	APPR	durch	durh
die	DDART.Fem.Akk.Sg.*	die	dër
grôzen	ADJA.Pos.Fem.Akk.Sg.wk	grôzen	grôz
liebe	NA.Fem.Akk.Sg.st	liebe	lièbe
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
mans	NE.Nom.Sg	Mans	Mans
alle	DID.*.Akk.Pl.st	alle	all
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
.	$_	.	.
	
dô	KOUS	dô	dô
si	PPER.Fem.Nom.Sg.3	si	ër
der	DDART.*.Gen.Pl.*	der	dër
süne	NA.Masc.Gen.Pl.st	süne	sun
zwêne	CARDS.Masc.Akk.Pl.st	zwêne	zwêne
bî	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
künege	NA.Masc.Dat.Sg.st	küninge	küning
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
,	$_	,	,
dô	AVD	dô	dô
gienc	VVFIN.Ind.Past.Sg.3	gienc	gân
dem	DDART.Masc.Dat.Sg.*	dem	dër
künic	NA.Masc.Dat.Sg.st	küninge	küning
rîchen	ADJN.Masc.Dat.Sg.wk	rîchen	rîche
aber	AVD	aber	aber
ein	DIART.Fem.Nom.Sg.*	ein	èin
hervart	NA.Fem.Nom.Sg.st	hervart	hèrevart
an	PTKVZ	an	ane
.	$_	.	.
	
die	DDS.Fem.Akk.Sg.*	die	dër
volbrâhte	VVFIN.Ind.Past.Sg.3	volbrâhte	vollbringen
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
êren	NA.Fem.Dat.Pl.*	êren	êre
und	KON	und	unte
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
ouch	AVD	ouch	ouch
helde	NA.Masc.Akk.Pl.st	helde	hèled
genuoc	ADJN.Masc.Akk.Pl.st	<unknown>	genuoge
.	$_	.	.
	
dô	AVD	dô	dô
weste	VVFIN.*.Past.Sg.3	weste	wizzen
niht	PTKNEG	niht	niht
der	DDART.Masc.Nom.Sg.*	der	dër
krieche	NA.Masc.Nom.Sg.*	Krieche	Krièche
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
den	DDART.Masc.Akk.Sg.*	den	dër
dritten	ADJS.Pos.Masc.Akk.Sg.*	dritten	dritt
truoc	VVFIN.Ind.Past.Sg.3	truoc	tragen
.	$_	.	.
	
mit	APPR	mit	mit
berhtunge	NA.Fem.Dat.Sg.st	berhtunge	berihtunge
von	APPR	von	von
mêrân	NE.Dat.Sg	Mêrân	Mêrân
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
die	DDART.Fem.Akk.Sg.*	die	dër
hervart	NA.Fem.Akk.Sg.st	hervart	hèrevart
swuor	VVFIN.Ind.Past.Sg.3	swuor	swèren
,	$_	,	,
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
sîn	DPOSA	sîn	sîn
rât	NA.Masc.Nom.Sg.st	rât	rât
getriuwer	ADJD.Pos	getriuwer	getriuwe
:	$_	:	:
von	APPR	von	von
rehte	NA.Neut.Dat.Sg.st	rehte	rëht
er	PPER.Masc.Nom.Sg.3	er	ër
mit	APPR	mit	mit
im	PPER.Masc.Dat.Sg.3	im	ër
fuor	VVFIN.Ind.Past.Sg.3	vuor	varen
.	$_	.	.
	
dô	AVD	dô	dô
wolte	VMFIN.*.Past.Sg.3	wolte	wèllen
er	PPER.Masc.Nom.Sg.3	er	ër
sînem	DPOSA.Masc.Dat.Sg.st	sînem	sîn
friunde	NA.Masc.Dat.Sg.st	vriunde	vriunt
,	$_	,	,
einem	DIART.Masc.Dat.Sg.st	einem	èin
künege	NA.Masc.Dat.Sg.st	küninge	küning
leit	NA.Neut.Akk.Sg.st	leit	lèid
tuon	VVINF	tuon	tuon
,	$_	,	,
von	APPR	von	von
tenemarke	NE.Dat.Sg	Tenemarke	Dènemarke
fruoten	VVINF	vruoten	vröuwen
sîner	DPOSA.Fem.Gen.Sg.st	sîner	sîn
swester	NA.Fem.Gen.Sg.st	swester	swëster
suon	NA.Masc.Akk.Sg.st	sun	sun
.	$_	.	.
	
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
künic	NA.Masc.Nom.Sg.st	küninc	küning
rîche	ADJN.Masc.Nom.Sg.wk	rîche	rîche
ze	APPR	ze	ze
berhtunge	NA.Fem.Dat.Sg.st	berhtunge	berihtunge
von	APPR	von	von
mêrân	NE.Dat.Sg	Mêrân	Mêrân
<wem	PW.Masc.Dat.Sg.st	wem	wër
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
ich	PPER.*.Nom.Sg.1	ich	ich
mîne	DPOSA.*.Akk.Pl.st	mîne	mîn
liute	NA.Masc,Neut.Akk.Pl.st	liute	liut
und	KON	und	unte
mîne	DPOSA.Fem.Akk.Pl.st	mîne	mîn
bürge	NA.Fem.Akk.Pl.st	bürge	burg
lân	VVINF	lân	lâzen
?	$_	?	?
	
mîn	DPOSA.Neut.Nom.Sg.*	mîn	mîn
lant	NA.Neut.Nom.Sg.st	lant	lant
und	KON	und	unte
mîn	DPOSA.Neut.Nom.Sg.*	mîn	mîn
erbe,	$_	erbe	èrbe
und	KON	und	unte
ouch	AVD	ouch	ouch
mîn	DPOSA.Neut.Nom.Sg.*	mîn	mîn
künicrîch	NA.Neut.Nom.Sg.st	künincrîche	küningrîche
und	KON	und	unte
mîn	DPOSA.Fem.Nom.Sg.*	mîn	mîn
liebe	ADJA.Pos.Fem.Nom.Sg.wk	liebe	lièb
frouwen	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
?	$_	?	?
	
>	ITJ	âmen	âmen
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
huge	NA.Masc.Nom.Sg.*	hüge	hüge
dietrîch	NE.Nom.Sg	Dieterîch	Dièterîch
.	$_	.	.
	
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
vil	AVD	vile	vile
getriuwe<	ADJA.Pos.Masc.Nom.Sg.wk	getriuwe	getriuwe
wer	PW.Masc.Nom.Sg.st	wer	wër
möhte	VMFIN.*.Past.Sg.3	mohte	mügen
ez	PPER.Neut.Akk.Sg.3	ez	ër
baz	AVD.Comp	baz	bazz
behaben	VVINF	behaben	behaben
?	$_	?	?
	
bevilh	VVIMP.Sg.2	bevilch	bevëlhen
ez	PPER.Neut.Akk.Sg.3	ez	ër
mîme	DPOSA.Masc.Dat.Sg.st	mîneme	mîn
gesellen	NA.Masc.Dat.Sg.wk	gesellen	gesèlle
,	$_	,	,
dem	DDART.Masc.Dat.Sg.*	dem	dër
herzogen	NA.Masc.Dat.Sg.*	herzogen	hèrezoge
saben	NE.Dat.Sg	Sabene	Sabene
,	$_	,	,
elliu	DIA.Neut.Akk.Pl.st	alliu	all
dîniu	DPOSA.Neut.Akk.Pl.st	dîniu	dîn
rîche	NA.Neut.Akk.Pl.st	rîche	rîche
,	$_	,	,
diu	DRELS.Neut.Nom.Pl	diu	dër
dir	PPER.*.Dat.Sg.2	dir	dû
undertaenic	ADJD.Pos	undertænic	untertænig
sint	VAFIN.Ind.Pres.Pl.3	sint	sîn
,	$_	,	,
dar	PAVD	dâr	dâr
zuo	PAVAP	zuo	zuo
mîne	DPOSA.Fem.Akk.Sg.st	mîne	mîn
frouwen	NA.Fem.Akk.Sg.st	vrouwen	vrouwe
und	KON	und	unte
dîn	DPOSA	dîn	dîn
vil	AVD	vile	vile
lieben	ADJA.Pos.*.Nom.Pl.wk	lieben	lièb
kint.>	NA.Neut.Akk.Sg.st	kint	kind
den	DDART.Masc.Akk.Sg.*	den	dër
rîchen	ADJA.Pos.Masc.Akk.Sg.*	rîchen	rîche
fürsten	NA.Masc.Akk.Sg.wk	vürsten	vürste
saben	NE.Akk.Sg	Sabene	Sabene
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
er	PPER.Masc.Nom.Sg.3	er	ër
dô	AVD	dô	dô
für	APPR	vüre	vüre
sich	PRF.Akk.*.*	sich	sich
gân	VVINF	gân	gân
:	$_	:	:
allez	DIS.Neut.Akk.Sg.st	allez	all
daz	DRELS.Neut.Akk.Sg	daz	dër
er	PPER.Masc.Nom.Sg.3	er	ër
hête	VAFIN.*.Past.Sg.3	hæte	haben
daz	DDS.Neut.Akk.Sg.*	daz	dër
machet	VVFIN.*.Past.Sg.3	machete	machen
er	PPER.Masc.Nom.Sg.3	er	ër
im	PPER.Masc.Dat.Sg.3	im	ër
undertân	ADJD.Pos	undertân	untertân
.	$_	.	.
	
kint	NA.Neut.Akk.Pl.st	kint	kind
und	KON	und	unte
künicrîche	NA.Neut.Akk.Sg.st	künincrîche	küningrîche
,	$_	,	,
wîp	NA.Neut.Nom.Sg.st	wîp	wîb
und	KON	und	unte
al	DIA.Neut.Akk.Sg.*	al	all
sîn	DPOSA	sîn	sîn
lant	NA.Neut.Akk.Sg.st	lant	lant
bevalh	VVFIN.Ind.Past.Sg.3	bevalch	bevëlhen
erm	PPER.Masc.Nom.Sg.3|PPER.Masc.Dat.Sg.3	er|im	ër|ër
ûf	APPR	ûf	ûf
sîn	DPOSA.Fem.Akk.Sg.*	sîn	sîn
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
:	$_	:	:
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
niht	PTKNEG	niht	niht
wol	AVD	wole	wole
bewant	VVPP	bewant	bewènten
.	$_	.	.
	
als	KO*	als	allsô
im	PPER.Masc.Dat.Sg.3	im	ër
den	DDART.Masc.Akk.Sg.*	den	dër
rücken	NA.Masc.Akk.Sg.*	rüggen	rügge
kêrte	VVFIN.*.Past.Sg.3	kêrte	kêren
der	DDART.Masc.Nom.Sg.*	der	dër
liebe	ADJA.Pos.Masc.Nom.Sg.wk	liebe	lièb
hêrre	NA.Masc.Nom.Sg.*	hêrre	hêrre
sîn	DPOSN.Masc.Nom.Sg.wk	sîn	sîn
,	$_	,	,
er	PPER.Masc.Nom.Sg.3	er	ër
trat	VVFIN.Ind.Past.Sg.3	trat	trëten
gezogenlîchen	AVD	gezogenlîchen	gezogenlîche
für	APPR	vüre	vüre
die	DDART.Fem.Akk.Sg.*	die	dër
künigîn	NA.Fem.Akk.Sg.st	küningîn	küninginne
.	$_	.	.
	
er	PPER.Masc.Nom.Sg.3	er	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ze	APPR	ze	ze
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
frouwen<	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
nu	AVD	nû	nû
mîn	DPOSA	mîn	mîn
hêrre	NA.Masc.Nom.Sg.*	hêrre	hêrre
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
geriten	VVPP	geriten	rîten
,	$_	,	,
nu	AVD	nû	nû
solt	VMFIN.Ind.Pres.Sg.2	solt	solen
du	PPER.*.Nom.Sg.2	dû	dû
niht	PTKNEG	niht	niht
zürnen	VVINF	zürnen	zürnen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
dich	PPER.*.Akk.Sg.2	dich	dû
etewes	AVD	eteswes	ëteswèzzes
biten.>	VVINF	biten	biten
si	PPER.Fem.Nom.Sg.3	si	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
gezogenlîchen<	AVD	gezogenlîchen	gezogenlîche
ich	PPER.*.Nom.Sg.1	ich	ich
zürne	VVFIN.*.Pres.Sg.1	zürne	zürnen
wider	APPR	wider	wider
dich	PPER.*.Akk.Sg.2	dich	dû
niht	PTKNEG	niht	niht
,	$_	,	,
wilt	VMFIN.Ind.Pres.Sg.2	wilt	wèllen
du	PPER.*.Nom.Sg.2	dû	dû
gefüeger	ADJA.Pos.*.Gen.Pl.st	gevüeger	gevüège
dinge	NA.Neut.Gen.Pl.st	dinge	ding
muoten	VVINF	muoten	muoten
,	$_	,	,
ez	PPER.Neut.Nom.Sg.3	ez	ër
geschiht	VVFIN.Ind.Pres.Sg.3	geschihet	geschëhen
.	$_	.	.
	
du	PPER.*.Nom.Sg.2	dû	dû
maht	VMFIN.Ind.Pres.Sg.2	maht	mügen
aber	AVD	aber	aber
ûf	APPR	ûf	ûf
mîn	DPOSA.Fem.Akk.Sg.*	mîn	mîn
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
solher	DDA.Fem.Gen.Sg.st	solicher	solich
bete	NA.Fem.Gen.Sg.st	bete	bëte
gern	VVINF	gern	gëren
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
ê	AVD	êr	êr
mit	APPR	mit	mit
dir	PPER.*.Dat.Sg.2	dir	dû
zurnde	VVFIN.*.Past.Sg.1	zurnte	zürnen
,	$_	,	,
ê	KOUS	êr	êr
ich	PPER.*.Nom.Sg.1	ich	ich
wolte	VMFIN.*.Past.Sg.1	wolte	wèllen
dich	PPER.*.Akk.Sg.2	dich	dû
gewern.>	VVINF	gewern	gewëren
er	PPER.Masc.Nom.Sg.3	er	ër
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
valschlîchen<	AVD	valschlîchen	valschlîche
diu	DDART.Fem.Nom.Sg.*	diu	dër
bete	NA.Fem.Nom.Sg.*	bete	bëte
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ûf	PTKVZ	ûf	ûf
geschoben	VVPP	geschoben	schièben
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
getar	VMFIN.Ind.Pres.Sg.1	getar	geturren
gên	APPR	gein	gègen
dir	PPER.*.Dat.Sg.2	dir	dû
niht	PTKNEG	niht	niht
muoten	VVINF	muoten	muoten
,	$_	,	,
du	PPER.*.Nom.Sg.2	dû	dû
wellest	VMFIN.Subj.Pres.Sg.2	wellest	wèllen
zorn	NA.Masc,Neut.Akk.Sg.st	zorn	zorn
verloben.>	VVPS	verlobente	verloben
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
diu	DDS.Fem.Nom.Sg.*	diu	dër
wol	AVD	wole	wole
gezogene<	ADJA.Pos.Fem.Nom.Sg.wk	gezogene	gezogen
diu	DDART.Fem.Nom.Sg.*	diu	dër
bete	NA.Fem.Nom.Sg.*	bete	bëte
erloubet	VVPP	erloubet	erlouben
sî	VAFIN.Subj.Pres.Sg.3	sî	sîn
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
dich	PPER.*.Akk.Sg.2	dich	dû
sô	AVD	sô	sô
getriuwen	VVINF	getrûwen	getrûwen
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
bin	VAFIN.Ind.Pres.Sg.1	bin	sîn
lasters	NA.Neut.Gen.Sg.st	lasters	laster
von	APPR	von	von
dir	PPER.*.Dat.Sg.2	dir	dû
frî	ADJD.Pos	vrî	vrî
.	$_	.	.
	
dîn	DPOSA.Masc.Nom.Sg.*	dîn	dîn
hêrr	NA.Masc.Nom.Sg.*	hêrr	hêrre
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
mich	PPER.*.Akk.Sg.1	mich	ich
enpholhen	VVPP	entvolhen	entvëlhen
dir	PPER.*.Dat.Sg.2	dir	dû
ûf	APPR	ûf	ûf
die	DDART.Fem.Akk.Sg.*	die	dër
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
dîn	DPOSN.Fem.Akk.Sg.wk	dîn	dîn
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
weiz	VVFIN.Ind.Pres.Sg.1	weiz	wizzen
dich	PPER.*.Akk.Sg.2	dich	dû
sô	AVD	sô	sô
getriuwen	VVINF	getrûwen	getrûwen
,	$_	,	,
du	PPER.*.Nom.Sg.2	dû	dû
vârest	VVFIN.*.Pres.Sg.2	varest	varen
niht	NA.Neut.Akk.Sg.st	niht	niht
der	DDART.*.Gen.Pl.*	der	dër
êren	NA.Fem.Gen.Pl.*	êren	êre
mîn.>	DPOSN.Fem.Gen.Sg.wk	mînen	mîn
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
der	DDART.Masc.Nom.Sg.*	der	dër
valsches	NA.Masc.Gen.Sg.st	valsches	valsch
rîche<	NA.Neut.Nom.Sg.st	rîche	rîche
ich	PPER.*.Nom.Sg.1	ich	ich
sage	VVFIN.*.Pres.Sg.1	sage	sagen
dir	PPER.*.Dat.Sg.2	dir	dû
waz	PW.Neut.Akk.Sg.st	waz	wër
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
.	$_	.	.
	
du	PPER.*.Nom.Sg.2	dû	dû
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
urloup	NA.Masc,Neut.Akk.Sg.st	urloup	urloub
mir	PPER.*.Dat.Sg.1	mir	ich
ze	APPR	ze	ze
zürnen	NA.Neut.Dat.Sg.wk	zürnenne	zürnen
.	$_	.	.
	
nu	AVD	nû	nû
bite	VVFIN.*.Pres.Sg.1	bite	biten
ich	PPER.*.Nom.Sg.1	ich	ich
ouch	AVD	ouch	ouch
niht	PTKNEG	niht	niht
vil	AVD	vile	vile
.	$_	.	.
	
ich	PPER.*.Nom.Sg.1	ich	ich
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
mich	PRF.Akk.Sg.st	mich	ich
mînes	DPOSA.Masc.Gen.Sg.st	mînes	mîn
hêrren	NA.Masc.Gen.Sg.*	hêrren	hêrre
ûf	APPR	ûf	ûf
diser	DDA.Fem.Dat.Sg.*	diser	dise
verte	NA.Fem.Dat.Sg.st	verte	vart
verzigen	VVPP	verzigen	verzîhen
:	$_	:	:
er	PPER.Masc.Nom.Sg.3	er	ër
kumet	VVFIN.Ind.Pres.Sg.3	kumet	komen
doch	AVD	doch	doh
nimmer	AVD	niemer	nièmer
widere	PTKVZ	widere	widere
:	$_	:	:
nu	AVD	nû	nû
lâ	VVIMP.Sg.2	lâ	lâzen
mich	PPER.*.Akk.Sg.1	mich	ich
bî	APPR	bî	bî
dir	PRF.Dat.Sg.st	dir	dû
ligen.>	VVPS	ligente	lîhen
der	DDART.Fem.Dat.Sg.*	der	dër
frouwen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
dô	AVD	dô	dô
vor	APPR	vore	vore
zorne	NA.Masc.Dat.Sg.st	zorne	zorn
ir	DPOSA.Neut.Nom.Sg.*	ire	ire
herze	NA.Neut.Nom.Sg.wk	herze	hërze
in	APPR	in	in
jâmer	NA.Masc,Neut.Dat.Sg.st	jâmer	jâmer
brach	VVFIN.Ind.Past.Sg.3	brach	brëchen
.	$_	.	.
	
dô	AVD	dô	dô
flôz	VVFIN.Ind.Past.Sg.3	vlôz	vlièzen
ir	PPER.Fem.Dat.Sg.3	ir	ër
von	APPR	von	von
den	DDART.*.Dat.Pl.*	den	dër
ougen	NA.Neut.Dat.Pl.wk	ougen	ouge
über	APPR	über	über
die	DDART.Fem.Akk.Sg.*	die	dër
brust	NA.Fem.Akk.Sg.st	brust	brust
ein	DIART.Masc.Nom.Sg.*	ein	èin
bach	NA.Masc.Nom.Sg.st	bach	bach
.	$_	.	.
	
si	PPER.Fem.Nom.Sg.3	si	ër
sprach<	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
du	PPER.*.Nom.Sg.2	dû	dû
hâst	VAFIN.*.Pres.Sg.2	hâst	haben
zerbrochen	VVPP	zerbrochen	zerbrëchen
an	APPR	an	ane
mir	PPER.*.Dat.Sg.1	mir	ich
die	DDART.Fem.Akk.Sg.*	die	dër
triuwe	NA.Fem.Akk.Sg.st	triuwe	triuwe
dîn	DPOSN.Fem.Akk.Sg.wk	dîn	dîn
.	$_	.	.
	
und	KON	und	unte
sent	VVFIN.*.Past.Sg.3	sente	sènten
in	PPER.Masc.Akk.Sg.3	in	ër
got	NA.Masc.Akk.Sg.st	got	got
her	PAVD	her	hëre
widere	PAVAP	widere	widere
,	$_	,	,
ich	PPER.*.Nom.Sg.1	ich	ich
klagez	VVFIN.*.Pres.Sg.1|PPER.Neut.Akk.Sg.3	klage|ez	klagen|ër
dem	DDART.Masc.Dat.Sg.*	dem	dër
hêrren	NA.Masc.Dat.Sg.*	hêrren	hêrre
mîn.>	DPOSN.Masc.Dat.Sg.wk	mîn	mîn
dô	KOUS	dô	dô
er	PPER.Masc.Nom.Sg.3	er	ër
ir	DPOSA.Fem,Masc.Akk.Sg.*	ire	ire
angest	NA.Fem,Masc.Akk.Sg.st	angest	angest
hôrte	VVFIN.*.Past.Sg.3	hôrte	hoèren
,	$_	,	,
dô	AVD	dô	dô
tete	VVFIN.*.Past.Sg.3	tete	tuon
er	PPER.Masc.Nom.Sg.3	er	ër
alse	KO*	alse	allsô
ein	DIART.Masc.Nom.Sg.*	ein	èin
man	NA.Masc.Nom.Sg.st	man	mann
der	DRELS.Masc.Nom.Sg	der	dër
wol	AVD	wole	wole
mit	APPR	mit	mit
valschen	ADJA.Pos.*.Dat.Pl.*	valschen	valsch
listen	NA.Fem,Masc.Dat.Pl.st	listen	list
sîn	DPOSA.Fem.Akk.Sg.*	sîn	sîn
rede	NA.Fem.Akk.Sg.st	rede	rède
verkêren	VVINF	verkêren	verkêren
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
.	$_	.	.
	
dô	AVD	dô	dô
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
er	PPER.Masc.Nom.Sg.3	er	ër
zühticlîchen<	AVD	zühticlîchen	zühtiglîche
ich	PPER.*.Nom.Sg.1	ich	ich
het	VAFIN.Subj.Past.Sg.1	hæte	haben
ez	PPER.Neut.Akk.Sg.3	ez	ër
niht	PTKNEG	niht	niht
geruocht	VVPP	geruocht	rücken
