uns	PPER.*.Dat.Pl.1	uns	wir
ir	DPOSA	ire	ire
lant	NA.Neut.Nom.Sg.st	lant	lant
genant	VVPP	genant	nènnen
si	PPER.*.Nom.Pl.3	si	ër
frvmden	VVFIN.*.Past.Pl.3	vrumeten	vrumen
starkiv	ADJA.Pos.Neut.Akk.Pl.st	starkiu	stark
wnder	NA.Neut.Akk.Pl.st	wunder	wunter
sit	AVD	sît	sîd
in	APPR	in	in
ezelen	NE.Gen.Sg	Ètzelen	Ètzele
lant	NA.Neut.Dat.Sg.st	lande	lant
ze	APPR	ze	ze
wornitz	NE.Dat.Sg	Wornez	Wornitz
bi	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
rine	NE.Dat.Sg	Rîne	Rîn
si	PPER.*.Nom.Pl.3	si	ër
wonden	VVFIN.*.Past.Pl.3	wunden	winten
mit	APPR	mit	mit
ir	DPOSA	ire	ire
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
in	PPER.*.Dat.Pl.3	in	ër
diende	VVFIN.*.Past.Sg.3	dienete	diènen
von	APPR	von	von
ir	DPOSA.*.Dat.Pl.*	ire	ire
landen	NA.Neut.Dat.Pl.st	landen	lant
vil	AVD	vile	vile
stolziv	ADJA.Pos.Fem.Nom.Sg.st	stolziu	stolz
riterschaft	NA.Fem.Nom.Sg.st	rîtæreschaft	rîtæreschaft
mit	APPR	mit	mit
stoltzlichen	ADJA.Pos.*.Dat.Pl.*	stolzlîchen	stolzlich
eren	NA.Fem.Dat.Pl.*	êren	êre
vnz	AVD	unz	unze
an	APPR	an	ane
ir	DPOSA.Masc,Neut.Gen.Sg.*	ire	ire
endes	NA.Masc,Neut.Gen.Sg.st	endes	ènte
zit	NA.Fem,Neut.Akk.Sg.st	zît	zît
sit	AVD	sît	sîd
stvrben	VVFIN.*.Past.Pl.3	sturben	stërben
si	PPER.*.Nom.Pl.3	si	ër
iamerliche	AVD	jâmerlîche	jâmerlîche
von	APPR	von	von
zweier	CARDA.*.Gen.Pl.st	zweier	zwêne
edelen	ADJA.Pos.Fem.Dat.Sg.wk	edelen	èdele
frouwen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
nit	PTKNEG	niet	niht
ein	DIART.Fem.Nom.Sg.*	ein	èin
richiv	ADJA.Pos.Fem.Nom.Sg.st	rîchiu	rîche
kvniginne	NA.Fem.Nom.Sg.*	küninginne	küninginne
frou	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
uote	NA.Masc.Dat.Sg.st	vuoze	vuoz
ir	DPOSA.Fem.Nom.Sg.*	ire	ire
muoter	NA.Fem.Nom.Sg.st	muoter	muoter
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
ir	DPOSA.Masc.Nom.Sg.*	ire	ire
vater	NA.Masc.Nom.Sg.st	vater	vater
hiez	VVFIN.Ind.Past.Sg.3	hiez	hèizen
danchrat	NE.Nom.Sg	Dancrât	Dankrat
der	DRELS.Masc.Nom.Sg	der	dër
in	PPER.*.Dat.Pl.3	in	ër
div	DDART.*.Akk.Pl.*	diu	dër
erbe	NA.Neut.Akk.Pl.st	erbe	èrbe
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
sit	AVD	sît	sîd
nach	APPR	nâch	nâh
sime	DPOSA.Masc,Neut.Dat.Sg.st	sîneme	sîn
lebne	NA.Masc,Neut.Dat.Sg.st	lebene	lëben
ein	DIART	ein	èin
ellens	NA.Neut.Gen.Sg.st	ellenes	èllent
richer	ADJA.Pos.Masc.Nom.Sg.st	rîcher	rîche
man	NA.Masc.Nom.Sg.st	man	mann
der	DRELS.Masc.Nom.Sg	der	dër
ouch	AVD	ouch	ouch
in	APPR	in	in
siner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
iugende	NA.Fem.Dat.Sg.st	jugende	jugend
grozzer	ADJA.Pos.*.Gen.Pl.st	grôzer	grôz
eren	NA.Fem.Gen.Pl.*	êren	êre
vil	NA.Neut.Akk.Sg.st	vile	vile
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
die	DDART.*.Nom.Pl.*	die	dër
dri	CARDA.Masc.Nom.Pl.*	drî	drî
kvnige	NA.Masc.Nom.Pl.st	küninge	küning
waren	VAFIN.Ind.Past.Pl.3	wâren	wësen
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
gesaget	VVPP	gesaget	sagen
han	VAFIN.Ind.Pres.Sg.1	hân	haben
von	APPR	von	von
vil	AVD	vile	vile
hohem	ADJA.Pos.Neut.Dat.Sg.st	hôhem	hôh
ellen	NA.Neut.Dat.Sg.st	ellene	èllent
in	PPER.*.Dat.Pl.3	in	ër
warn	VAFIN.Ind.Past.Pl.3	wârn	wësen
vndertan	ADJD.Pos	undertân	untertân
ouch	AVD	ouch	ouch
die	DDART.*.Nom.Pl.*	die	dër
besten	ADJA.Sup.*.Nom.Pl.wk	bezzisten	bèzzist
rechen	NA.Masc.Nom.Pl.wk	recken	rècke
von	APPR	von	von
den	DRELS.*.Dat.Pl	den	dër
man	PI.*.Nom.Sg.st	man	man
hat	VAFIN.Ind.Pres.Sg.3	hât	haben
gesaget	VVPP	gesaget	sagen
stark	AVD	starc	stark
vnde	KON	unde	unte
vil	AVD	vile	vile
chuone	AVD	quene	kuone
in	APPR	in	in
allen	DIA.*.Dat.Pl.st	allen	all
striten	NA.Masc.Dat.Pl.st	strîten	strît
vnuerzaget	ADJD.Pos	unverzaget	unverzaget
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
von	APPR	von	von
tronyn	NE.Dat.Sg	Trône	Trôn
hagene	NE.Nom.Sg	Hagene	Hagene
vnd	KON	und	unte
ouch	AVD	ouch	ouch
der	DDART.Masc.Nom.Sg.*	der	dër
bruoder	NA.Masc.Nom.Sg.st	bruoder	bruoder
sin	DPOSA	sîn	sîn
danchwart	NE.Nom.Sg	Dancwart	Dankwart
der	DDART.Masc.Nom.Sg.*	der	dër
vil	AVD	vile	vile
snelle	ADJA.Pos.Masc.Nom.Sg.wk	snelle	snëll
vnde	KON	unde	unte
von	APPR	von	von
mecen	NE.Dat.Sg	Mecen	Mece
ortwin	NE.Nom.Sg	Ortwîn	Ortwîn
die	DDART.*.Nom.Pl.*	die	dër
zwene	CARDA.Masc.Nom.Pl.st	zwêne	zwêne
marchgrauen	NA.Masc.Nom.Pl.*	marcgrâven	markgrâve
gere	NE.Nom.Sg	Gere	Gêre
vnde	KON	unde	unte
eckewart	NE.Nom.Sg	Ègewart	Ègewart
volcker	NE.Nom.Sg	Volcgêr	Volkgêr
von	APPR	von	von
alzaye	NE.Dat.Sg	Alzaie	Alzèie
mit	APPR	mit	mit
ganzen	ADJA.Pos.*.Dat.Pl.*	ganzen	ganz
ellen	NA.Neut.Dat.Sg.st	ellene	èllent
wol	AVD	wole	wole
bewart	VVPP	bewart	bewaren
ruomol	NE.Nom.Sg	Ruomol	Ruodol
der	DDART.*.Gen.Pl.*	der	dër
kvchen	NA.Fem.Gen.Sg.st	küchene	küchene
meister	NA.Masc.Nom.Sg.st	meister	mèister
ein	DIART	ein	èin
uozerwelter	ADJA.Pos.Masc.Nom.Sg.st	vuozerwelter	ûzerwèlet
degen	NA.Masc.Nom.Sg.st	degen	dëgen
sindolt	NE.Nom.Sg	Sindolt	Sindolt
und	KON	und	unte
huonolt	NE.Nom.Sg	Huonolt	Huonold
dise	DDA.*.Nom.Pl.*	dise	dise
herren	NA.Masc.Nom.Pl.*	hêrren	hêrre
muosen	VMFIN.*.Past.Pl.3	muosen	müèzen
pflegen	VVINF	pflegen	pflëgen
des	DDART.Masc.Gen.Sg.*	des	dër
houes	NA.Masc.Gen.Sg.st	hoves	hov
vnd	KON	und	unte
der	DDART.*.Gen.Pl.*	der	dër
eren	NA.Fem.Gen.Pl.*	êren	êre
der	DDART.*.Gen.Pl.*	der	dër
drier	CARDA.*.Gen.Pl.st	drîer	drî
kvnige	NA.Masc.Gen.Pl.st	küninge	küning
man	NA.Masc.Nom.Pl.st	manne	mann
si	PPER.*.Nom.Pl.3	si	ër
heten	VAFIN.*.Past.Pl.3	hæten	haben
noch	AVD	noch	noh
manigen	DIA.Masc.Akk.Sg.st	manigen	manig
reken	NA.Masc.Akk.Sg.wk	recken	rècke
der	DRELS.*.Gen.Pl	der	dër
ich	PPER.*.Nom.Sg.1	ich	ich
genennen	VVINF	genennen	genènnen
niht	PTKNEG	niht	niht
enkan	PTKNEG|VMFIN.Ind.Pres.Sg.1	en|kan	ne|kunnen
danchwart	NE.Nom.Sg	Dancwart	Dankwart
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
marschalch	NA.Masc.Nom.Sg.st	marschalc	marschalk
do	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
neutrvhsætze	NA.Masc.Nom.Sg.wk	<unknown>	<unknown>
des	DDART.Masc.Gen.Sg.*	des	dër
kvniges	NA.Masc.Gen.Sg.st	küninges	küning
von	APPR	von	von
mezen	NE.Dat.Sg	Metze	Metze
ortwin	NE.Nom.Sg	Ortwîn	Ortwîn
sindolt	NE.Nom.Sg	Sindolt	Sindolt
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
schenche	NA.Masc.Nom.Sg.wk	schenke	schènke
ein	DIART	ein	èin
uozerwelter	ADJA.Pos.Masc.Nom.Sg.st	vuozerwelter	ûzerwèlet
degen	NA.Masc.Nom.Sg.st	degen	dëgen
hvnolt	NE.Nom.Sg	Hunolde	Hûnolt
was	VAFIN.Ind.Past.Sg.3	was	wësen
kamerære	NA.Masc.Nom.Sg.st	kamerære	kamerære
si	PPER.*.Nom.Pl.3	si	ër
chvnden	VMFIN.*.Past.Pl.3	kunden	kunnen
grozzer	ADJA.Pos.*.Gen.Pl.st	grôzer	grôz
eren	NA.Fem.Gen.Pl.*	êren	êre
pflegen	VVINF	pflegen	pflëgen
von	APPR	von	von
des	DDART.Masc.Gen.Sg.*	des	dër
houes	NA.Masc.Gen.Sg.st	hoves	hov
krefte	NA.Fem.Dat.Sg.st	krefte	kraft
vnde	KON	unde	unte
von	APPR	von	von
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
witen	ADJA.Pos.Fem.Dat.Sg.wk	wîten	wît
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
von	APPR	von	von
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
vil	AVD	vile	vile
hohen	ADJA.Pos.Fem.Dat.Sg.wk	hôhen	hôh
werdecheit	NA.Fem.Dat.Sg.st	werdicheit	wërdighèit
vnde	KON	unde	unte
von	APPR	von	von
ir	DPOSA	ire	ire
riterschaft	NA.Fem.Dat.Sg.st	rîtæreschaft	rîtæreschaft
der	DRELS.Fem.Gen.Sg	der	dër
die	DDART.*.Nom.Pl.*	die	dër
herren	NA.Masc.Nom.Pl.*	hêrren	hêrre
pflagen	VVFIN.Ind.Past.Pl.3	pflâgen	pflëgen
mit	APPR	mit	mit
fröuden	NA.Fem.Dat.Pl.*	vröuweden	vröuwede
al	DIA	al	all
ir	DPOSA	ire	ire
leben	NA.Neut.Akk.Sg.st	leben	lëben
des	DDS.Neut.Gen.Sg.*	des	dër
enchvnde	PTKNEG|VMFIN.*.Past.Sg.3	en|kunde	ne|kunnen
iu	PPER.*.Dat.Pl.2	iu	ir
ze	APPR	ze	ze
ware	NA.Neut.Dat.Sg.st	wâre	wâr
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
gar	AVD	gar	gare
ein	DIART	ein	èin
ende	NA.Masc,Neut.Akk.Sg.st	ende	ènte
geben	VVINF	geben	gëben
ez	PPER.Neut.Nom.Sg.3	ez	ër
troumde	VVFIN.*.Past.Sg.3	troumte	troumen
chriemhilde	NE.Dat.Sg	Kriemhilte	Krièmhilt
in	APPR	in	in
tvgenden	NA.Fem.Dat.Pl.*	tugenden	tugende
der	DRELS.*.Gen.Pl	der	dër
si	PPER.Fem.Nom.Sg.3	si	ër
pflach	VVFIN.Ind.Past.Sg.3	pflac	pflëgen
wie	AVW	wie	wiè
si	PPER.Fem.Nom.Sg.3	si	ër
einen	DIART.Masc.Akk.Sg.st	einen	èin
valchen	NA.Masc.Akk.Sg.wk	valken	valke
wilden	ADJD.Pos	wilden	wilden
zuge	VVFIN.Subj.Past.Sg.3	züge	zièhen
manigen	DIA.Masc.Akk.Sg.st	manigen	manig
tach	NA.Masc.Akk.Sg.st	tac	tag
den	DRELS.Masc.Akk.Sg	den	dër
in	PPER.*.Dat.Pl.3	in	ër
zwene	CARDA.Masc.Nom.Pl.st	zwêne	zwêne
arn	NA.Masc.Nom.Pl.st	arne	arn
erchlimmen	VVFIN.*.Past.Pl.3	erklimmen	erklimmen
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
daz	DDS.Neut.Akk.Sg.*	daz	dër
muosde	VMFIN.*.Past.Sg.3	muoste	müèzen
sehen	VVINF	sehen	sëhen
ir	PPER.Fem.Dat.Sg.3	ir	ër
enchvnde	PTKNEG|VMFIN.*.Past.Sg.3	en|kunde	ne|kunnen
in	APPR	in	in
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
werlde	NA.Fem.Dat.Sg.st	werlte	wërelt
nimmer	AVD	niemer	nièmer
leider	AVD	leider	lèider
sin	VAINF	sîn	sîn
geschehen	VVINF	geschehen	geschëhen
den	DDART.Masc.Akk.Sg.*	den	dër
troum	NA.Masc.Akk.Sg.st	troum	troum
si	PPER.Fem.Nom.Sg.3	si	ër
do	AVD	dô	dô
sagete	VVFIN.*.Past.Sg.3	sagete	sagen
ir	DPOSA	ire	ire
muoter	NA.Fem.Dat.Sg.st	muoter	muoter
uoten	VVINF	vuoten	vuoten
sin	VAINF	sîn	sîn
kvnde	VMFIN.*.Past.Sg.3	kunde	kunnen
inbaz	AVD	inbaz	inbazz
descheiden	DDART.*.Dat.Pl.*|ADJA.Pos.*.Dat.Pl.*	den|heiden	dër|schèiden
niht	PTKNEG	niht	niht
der	DDART.*.Gen.Pl.*	der	dër
guoten	ADJA.Pos.*.Gen.Pl.wk	guoten	guot
der	DDART.*.Gen.Pl.*	der	dër
ualche	NA.Masc.Nom.Sg.wk	valke	valke
den	DRELS.Masc.Akk.Sg	den	dër
du	PPER.*.Nom.Sg.2	dû	dû
ziuhest	VVFIN.Ind.Pres.Sg.2	ziuhest	zièhen
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ein	DIART	ein	èin
edel	ADJA.Pos.Masc.Nom.Sg.*	edel	èdele
man	NA.Masc.Nom.Sg.st	man	mann
in	PTKNEG	en	ne
welle	VMFIN.Subj.Pres.Sg.3	welle	wèllen
got	NA.Masc.Nom.Sg.st	got	got
behuoten	VVINF	behüeten	behüèten
du	PPER.*.Nom.Sg.2	dû	dû
muost	VMFIN.Ind.Pres.Sg.2	muost	müèzen
in	PPER.Masc.Akk.Sg.3	in	ër
schiere	AVD	schiere	schière
verlorn	VVPP	verloren	verlièsen
han	VAINF	hân	haben
waz	PW.Neut.Akk.Sg.st	waz	wër
saget	VVFIN.*.Pres.Pl.2	saget	sagen
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
von	APPR	von	von
manne	NA.Masc.Dat.Sg.st	manne	mann
vil	AVD	vile	vile
liebiv	ADJA.Pos.Fem.Nom.Sg.st	liebiu	lièb
muoter	NA.Fem.Nom.Sg.st	muoter	muoter
min	DPOSN.Fem.Nom.Sg.*	mîn	mîn
ane	APPR	âne	âne
reken	NA.Masc.Gen.Sg.wk	recken	rècke
minne	NA.Fem.Akk.Sg.st	minne	minne
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
immer	AVD	iemer	ièmer
sin	VAINF	sîn	sîn
svs	AVD	sus	sus
schoene	AVD	schône	schône
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
beliben	VVINF	belîben	belîben
vnz	AVD	unz	unze
an	APPR	an	ane
minen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
tot	NA.Masc.Akk.Sg.st	tôt	tôd
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
von	APPR	von	von
manne	NA.Masc.Dat.Sg.st	manne	mann
nimmer	AVD	niemer	nièmer
gewinnen	VVINF	gewinnen	gewinnen
deheine	DIA.Fem.Akk.Sg.st	decheine	dehèin
not	NA.Fem.Akk.Sg.st	nôt	nôt
nv	AVD	nû	nû
verspriche	VVFIN.Ind.Pres.Sg.1	verspriche	versprëchen
ez	PPER.Neut.Akk.Sg.3	ez	ër
niht	PTKNEG	niht	niht
ze	PTKA	ze	ze
sere	AVD	sêre	sêre
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
aber	AVD	aber	aber
ir	DPOSA	ire	ire
muoter	NA.Fem.Nom.Sg.st	muoter	muoter
do	AVD	dô	dô
solt	VMFIN.Ind.Pres.Sg.2	solt	solen
dv	PPER.*.Nom.Sg.2	dû	dû
immer	AVD	iemer	ièmer
herzenliche	AVD	herzenlîche	hërzenlîche
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
werlde	NA.Fem.Dat.Sg.st	werlte	wërelt
werden	VAINF	werden	wërden
fro	ADJD.Pos	vrô	vrô
daz	DDS.Neut.Nom.Sg.*	daz	dër
geschiht	VVFIN.Ind.Pres.Sg.3	geschihet	geschëhen
von	APPR	von	von
mannes	NA.Masc.Gen.Sg.st	mannes	mann
minne	NA.Fem.Dat.Sg.st	minne	minne
dv	PPER.*.Nom.Sg.2	dû	dû
wirst	VAFIN.Ind.Pres.Sg.2	wirdest	wërden
ein	DIART	ein	èin
schoene	ADJA.Pos	schoene	schoène
wip	NA.Neut.Nom.Sg.st	wîp	wîb
obe	KOUS	obe	obe
dir	PPER.*.Dat.Sg.2	dir	dû
got	NA.Masc.Nom.Sg.st	got	got
noch	AVD	noch	noh
gefüeget	VVPP	gevüeget	vüègen
eins	DIART.Masc.Gen.Sg.st	eines	èin
rehten	ADJA.Pos.Neut.Gen.Sg.wk	rehten	rëht
guotes	NA.Neut.Gen.Sg.st	guotes	guot
riter	NA.Masc.Gen.Pl.st	rîtær	rîtære
lip	NA.Masc.Nom.Sg.st	lîp	lîb
die	DDART.Fem.Akk.Sg.*	die	dër
rede	NA.Fem.Akk.Sg.st	rede	rède
lat	VVFIN.Ind.Pres.Sg.3	lât	lâzen
beliben	VVINF	belîben	belîben
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
si	PPER.Fem.Nom.Sg.3	si	ër
vrouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
min	DPOSN.Fem.Nom.Sg.*	mîn	mîn
ez	PPER.Neut.Nom.Sg.3	ez	ër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ein	DIART	ein	èin
manegem	DIA.Neut.Dat.Sg.st	manigem	manig
wibe	NA.Neut.Dat.Sg.st	wîbe	wîb
vil	AVD	vile	vile
diche	AVD	dicke	dicke
worden	VAPP	worden	wërden
schin	ADJD.Pos	schîn	schîn
wie	AVW	wie	wiè
liebe	AVD	liebe	lièbe
mit	APPR	mit	mit
leide	NA.Fem.Dat.Sg.st	leide	lèide
ze	PTKA	ze	ze
iungest	AVD.Sup	jungest	jungeste
lonen	VVINF	lônen	lônen
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
ich	PPER.*.Nom.Sg.1	ich	ich
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
si	PPER.Fem.Akk.Sg.3	si	ër
miden	VVINF	mîden	mîden
beidiv	KON	beidiu	bèide
son	AVD|PTKNEG	sô|ne	sô|ne
chan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
mir	PPER.*.Dat.Sg.1	mir	ich
nimmer	AVD	niemer	nièmer
missegan	VVINF	missegân	missegân
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
selbe	DDA.Masc.Nom.Sg.wk	selbe	sëlb
valche	NA.Masc.Nom.Sg.wk	valke	valke
den	DRELS.Masc.Akk.Sg	den	dër
si	PPER.Fem.Nom.Sg.3	si	ër
in	APPR	in	in
ir	DPOSA	ire	ire
troume	NA.Masc.Dat.Sg.st	troume	troum
sach	VVFIN.Ind.Past.Sg.3	sach	sëhen
