i	VVIMP.Sg.2	i	i
diu	DDART.Neut.Akk.Pl.*	diu	dër
erbe	NA.Neut.Akk.Pl.st	erbe	èrbe
liez	VVFIN.Ind.Past.Sg.3	liez	lâzen
sît	AVD	sît	sîd
nâch	APPR	nâch	nâh
sîme	DPOSA.Masc,Neut.Dat.Sg.st	sîneme	sîn
lebene	NA.Masc,Neut.Dat.Sg.st	lebene	lëben
,	$_	,	,
ein	DIART.Masc.Nom.Sg.*	ein	èin
ellens	NA.Neut.Gen.Sg.st	ellenes	èllent
rîcher	ADJA.Pos.Masc.Nom.Sg.st	rîcher	rîche
man	NA.Masc.Nom.Sg.st	man	mann
,	$_	,	,
der	DRELS.Masc.Nom.Sg	der	dër
ouch	AVD	ouch	ouch
in	APPR	in	in
sîner	DPOSA.Fem.Dat.Sg.st	sîner	sîn
jugende	NA.Fem.Dat.Sg.st	jugende	jugend
grôzer	ADJA.Pos.*.Gen.Pl.st	grôzer	grôz
êren	NA.Fem.Gen.Pl.*	êren	êre
vil	NA.Neut.Akk.Sg.st	vile	vile
gewan	VVFIN.Ind.Past.Sg.3	gewan	gewinnen
.	$_	.	.
	
die	DDART.*.Nom.Pl.*	die	dër
herren	NA.Masc.Nom.Pl.*	hêrren	hêrre
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
milte	ADJD.Pos	milte	milte
,	$_	,	,
von	APPR	von	von
arde	NA.Fem,Masc.Dat.Sg.st	arte	art
hôh	ADJD.Pos	hôch	hôh
erborn	VVPP	erboren	erbëren
,	$_	,	,
mit	APPR	mit	mit
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
unmâzen	AVD	unmâzen	unmâzen
küene	ADJD.Pos	küene	küène
,	$_	,	,
die	DDART.Masc.Nom.Pl.*	die	dër
recken	NA.Masc.Nom.Pl.wk	recken	rècke
ûzerkorn	ADJN.Masc.Nom.Pl.*	ûzerkoren	ûzerkoren
.	$_	.	.
	
dâ	AVD	dâ	dâr
zen	APPR|DDART.*.Dat.Pl.*	ze|den	ze|dër
burgonden	NA.Masc.Dat.Pl.*	Burgonden	Burgunde
sô	AVD	sô	sô
was	VAFIN.Ind.Past.Sg.3	was	wësen
ir	DPOSA.Neut.Nom.Sg.*	ire	ire
lant	NA.Neut.Nom.Sg.st	lant	lant
genant	VVPP	genant	nènnen
.	$_	.	.
	
si	PPER.Masc.Nom.Pl.3	si	ër
frumten	VVFIN.*.Past.Pl.3	vrümeten	vrumen
starkiu	ADJA.Pos.Neut.Akk.Pl.st	starkiu	stark
wunder	NA.Neut.Akk.Pl.st	wunder	wunter
sît	AVD	sît	sîd
in	APPR	in	in
etzelen	NE.Gen.Sg	Ètzelen	Ètzele
lant	NA.Neut.Dat.Pl.st	landen	lant
.	$_	.	.
	
ze	APPR	ze	ze
wormze	NE.Dat.Sg	Wormeze	Wormez
bî	APPR	bî	bî
dem	DDART.Masc.Dat.Sg.*	dem	dër
rîne	NE.Dat.Sg	Rîne	Rîn
si	PPER.*.Nom.Pl.3	si	ër
wonten	VVFIN.*.Past.Pl.3	woneten	wonen
mit	APPR	mit	mit
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
.	$_	.	.
	
in	PPER.*.Dat.Pl.3	in	ër
dienten	VVFIN.*.Past.Pl.3	dienten	diènen
von	APPR	von	von
ir	DPOSA.*.Dat.Pl.*	ire	ire
landen	NA.Neut.Dat.Pl.st	landen	lant
vil	AVD	vile	vile
stolziu	ADJA.Pos.Fem.Nom.Sg.st	stolziu	stolz
ritterschaft	NA.Fem.Nom.Sg.st	ritterschaft	rîtæreschaft
mit	APPR	mit	mit
lobelîchen	ADJA.Pos.*.Dat.Pl.*	lobelîchen	lobelich
êren	NA.Fem.Dat.Pl.*	êren	êre
unz	AVD	unz	unze
an	APPR	an	ane
ir	DPOSA.Masc,Neut.Gen.Sg.*	ire	ire
endes	NA.Masc,Neut.Gen.Sg.st	endes	ènte
zît	NA.Fem,Neut.Akk.Sg.st	zît	zît
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
sturben	VVFIN.*.Past.Pl.3	sturben	stërben
jaemerlîche	AVD	jâmerlîche	jâmerlîche
sît	AVD	sît	sîd
von	APPR	von	von
zweier	CARDA.*.Gen.Pl.st	zweier	zwêne
frouwen	NA.Fem.Dat.Sg.st	vrouwen	vrouwe
nît	NA.Masc.Dat.Sg.st	nîde	nîd
.	$_	.	.
	
die	DDART.Masc.Nom.Pl.*	die	dër
drî	CARDA.Masc.Nom.Pl.*	drî	drî
künege	NA.Masc.Nom.Pl.st	küninge	küning
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
,	$_	,	,
als	KO*	als	allsô
ich	PPER.*.Nom.Sg.1	ich	ich
gesaget	VVPP	gesaget	sagen
hân	VAFIN.Ind.Pres.Sg.1	hân	haben
,	$_	,	,
von	APPR	von	von
vil	AVD	vile	vile
hôhem	ADJA.Pos.Neut.Dat.Sg.st	hôhem	hôh
ellen	NA.Neut.Dat.Sg.st	ellene	èllent
:	$_	:	:
in	PPER.*.Dat.Pl.3	in	ër
wâren	VAFIN.Ind.Past.Pl.3	wâren	wësen
undertân	ADJD.Pos	undertân	untertân
ouch	AVD	ouch	ouch
die	DDART.Masc.Nom.Pl.*	die	dër
besten	ADJA.Sup.*.Nom.Pl.wk	bezzisten	bèzzist
recken	NA.Masc.Nom.Pl.wk	recken	rècke
,	$_	,	,
von	APPR	von	von
den	DRELS.*.Dat.Pl	den	dër
man	PI.*.Nom.Sg.st	man	man
hât	VAFIN.Ind.Pres.Sg.3	hât	haben
gesaget	VVPP	gesaget	sagen
,	$_	,	,
starc	AVD	starke	starke
und	KON	und	unte
vil	AVD	vile	vile
küene	ADJD.Pos	küene	küène
,	$_	,	,
in	APPR	in	in
scharpfen	ADJA.Pos.*.Dat.Pl.*	scharpfen	scharpf
strîten	NA.Masc.Dat.Pl.st	strîten	strît
unverzaget	ADJD.Pos	unverzaget	unverzaget
.	$_	.	.
	
daz	DDS.Neut.Nom.Sg.*	daz	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
von	APPR	von	von
tronege	NE.Dat.Sg	Tronege	Tronege
hagene	NE.Nom.Sg	Hagene	Hagene
und	KON	und	unte
ouch	AVD	ouch	ouch
der	DDART.Masc.Nom.Sg.*	der	dër
bruoder	NA.Masc.Nom.Sg.st	bruoder	bruoder
sîn	DPOSN.Masc.Nom.Sg.wk	sîn	sîn
,	$_	,	,
dancwart	NE.Nom.Sg	Dancwart	Dankwart
der	DDART.Masc.Nom.Sg.*	der	dër
snelle	ADJA.Pos.Masc.Nom.Sg.wk	snelle	snëll
,	$_	,	,
von	APPR	von	von
mezzen	NE.Dat.Sg	Metze	Metze
ortwîn	NE.Nom.Sg	Ortwîn	Ortwîn
,	$_	,	,
die	DDART.Masc.Nom.Pl.*	die	dër
zwêne	CARDA.Masc.Nom.Pl.st	zwêne	zwêne
marcgrâven	NA.Masc.Nom.Pl.*	marcgrâven	markgrâve
gêre	ADJN.Masc.Nom.Pl.*	gere	gêr
und	KON	und	unte
eckewart	NE.Nom.Sg	Ègewart	Ègewart
,	$_	,	,
volkêr	NA.Neut.Akk.Pl.st	volker	volk
von	APPR	von	von
alzeye	NE.Dat.Sg	Alzeie	Alzèie
,	$_	,	,
mit	APPR	mit	mit
ganzem	ADJA.Pos.Neut.Dat.Sg.st	ganzem	ganz
ellen	NA.Neut.Dat.Sg.st	ellene	èllent
wol	AVD	wole	wole
bewart	VVPP	bewart	bewaren
.	$_	.	.
	
rûmolt	NE.Nom.Sg	Rûmolt	Rûmolt
der	DDART.Masc.Nom.Sg.*	der	dër
kuchenmeister	NA.Masc.Nom.Sg.st	küchenmeister	küchenmèister
,	$_	,	,
ein	DIART.Masc.Nom.Sg.*	ein	èin
ûzerwelter	ADJA.Pos.Masc.Nom.Sg.st	ûzerwelter	ûzerwèlet
degen	NA.Masc.Nom.Sg.st	degen	dëgen
,	$_	,	,
sindolt	NE.Nom.Sg	Sindolt	Sindolt
unde	KON	unde	unte
hûnolt	NE.Nom.Sg	Hûnolt	Hûnolt
:	$_	:	:
dise	DDA.*.Nom.Pl.*	dise	dise
herren	NA.Masc.Nom.Pl.*	hêrren	hêrre
muosen	VMFIN.Ind.Past.Pl.3	muosen	müèzen
pflegen	VVINF	pflegen	pflëgen
des	DDART.Masc.Gen.Sg.*	des	dër
hoves	NA.Masc.Gen.Sg.st	hoves	hov
und	KON	und	unte
der	DDART.*.Gen.Pl.*	der	dër
êren	NA.Fem.Gen.Pl.*	êren	êre
,	$_	,	,
der	DDART.*.Gen.Pl.*	der	dër
drîer	CARDA.*.Gen.Pl.st	drîer	drî
künege	NA.Masc.Gen.Pl.st	küninge	küning
man	NA.Masc.Gen.Pl.st	manne	mann
.	$_	.	.
	
si	PPER.Masc.Nom.Pl.3	si	ër
heten	VAFIN.*.Past.Pl.3	hæten	haben
noch	AVD	noch	noh
manegen	DIA.Masc.Akk.Sg.st	manigen	manig
recken	NA.Masc.Akk.Sg.wk	recken	rècke
,	$_	,	,
des	DRELS.Masc.Gen.Sg	des	dër
ich	PPER.*.Nom.Sg.1	ich	ich
genennen	VVINF	genennen	genènnen
nienen	AVD	nienen	niène
kan	VMFIN.Ind.Pres.Sg.1	kan	kunnen
.	$_	.	.
	
dancwart	NE.Nom.Sg	Dancwart	Dankwart
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
marschalc	NA.Masc.Nom.Sg.st	marschalc	marschalk
:	$_	:	:
dô	AVD	dô	dô
was	VAFIN.Ind.Past.Sg.3	was	wësen
der	DDART.Masc.Nom.Sg.*	der	dër
neve	NA.Masc.Nom.Sg.wk	neve	nëve
sîn	DPOSA.Masc.Nom.Sg.*	sîn	sîn
truhsaeze	NA.Masc.Nom.Sg.wk	truhtsæze	truhtsæze
des	DDART.Masc.Gen.Sg.*	des	dër
küneges	NA.Masc.Gen.Sg.st	küninges	küning
,	$_	,	,
von	APPR	von	von
mezzen	NE.Dat.Sg	Metze	Metze
ortwîn	NE.Nom.Sg	Ortwîn	Ortwîn
:	$_	:	:
sindolt	NE.Nom.Sg	Sindolt	Sindolt
der	DDS.Masc.Nom.Sg.*	der	dër
was	VAFIN.Ind.Past.Sg.3	was	wësen
schenke	NA.Masc.Nom.Sg.wk	schenke	schènke
,	$_	,	,
ein	DIART.Masc.Nom.Sg.*	ein	èin
waetlîcher	ADJA.Pos.Masc.Nom.Sg.st	wætlîcher	wætlich
degen	NA.Masc.Nom.Sg.st	degen	dëgen
:	$_	:	:
hûnolt	NE.Nom.Sg	Hûnolt	Hûnolt
was	VAFIN.Ind.Past.Sg.3	was	wësen
kameraere	NA.Masc.Nom.Sg.st	kamerære	kamerære
.	$_	.	.
	
si	PPER.*.Nom.Pl.3	si	ër
kunden	VMFIN.*.Past.Pl.3	kunden	kunnen
hôher	ADJA.Pos.*.Gen.Pl.st	hôher	hôh
êren	NA.Fem.Gen.Pl.*	êren	êre
pflegen	VVINF	pflegen	pflëgen
.	$_	.	.
	
von	APPR	von	von
des	DDART.Masc.Gen.Sg.*	des	dër
hoves	NA.Masc.Gen.Sg.st	hoves	hov
êre	NA.Fem.Dat.Sg.st	êre	êre
und	KON	und	unte
von	APPR	von	von
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
wîten	ADJA.Pos.Fem.Dat.Sg.wk	wîten	wît
kraft	NA.Fem.Dat.Sg.st	kraft	kraft
,	$_	,	,
von	APPR	von	von
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
vil	AVD	vile	vile
hôhen	ADJA.Pos.Fem.Dat.Sg.wk	hôhen	hôh
werdekeit	NA.Fem.Dat.Sg.st	werdicheit	wërdighèit
und	KON	und	unte
von	APPR	von	von
ir	DPOSA.Fem.Dat.Sg.*	ire	ire
ritterschaft	NA.Fem.Dat.Sg.st	ritterschaft	rîtæreschaft
,	$_	,	,
der	DRELS.Fem.Gen.Sg	der	dër
die	DDART.Masc.Nom.Pl.*	die	dër
herren	NA.Masc.Nom.Pl.*	hêrren	hêrre
pflâgen	VVFIN.Ind.Past.Pl.3	pflâgen	pflëgen
mit	APPR	mit	mit
freuden	NA.Fem.Dat.Pl.*	vröuweden	vröuwede
al	DIA.Neut.Akk.Sg.*	al	all
ir	DPOSA.Masc,Neut.Akk.Sg.*	ire	ire
leben	NA.Masc,Neut.Akk.Sg.st	leben	lëben
,	$_	,	,
des	DDS.Neut.Gen.Sg.*	des	dër
enkunde	PTKNEG|VMFIN.*.Past.Sg.3	en|kunde	ne|kunnen
iu	PPER.*.Dat.Pl.2	iu	ir
ze	APPR	ze	ze
wâre	NA.Neut.Dat.Sg.st	wâre	wâr
niemen	DIA.*.Nom.Sg.st	nieman	nièmannd
gar	AVD	gar	gare
ein	DIART.Masc,Neut.Akk.Sg.*	ein	èin
ende	NA.Masc,Neut.Akk.Sg.st	ende	ènte
geben	VVINF	geben	gëben
.	$_	.	.
	
in	APPR	in	in
disen	DDA.*.Dat.Pl.*	disen	dise
hôhen	ADJA.Pos.*.Dat.Pl.*	hôhen	hôh
êren	NA.Fem.Dat.Pl.*	êren	êre
troumte	VVFIN.*.Past.Sg.3	troumete	troumen
kriemhilde	NE.Nom.Sg	Kriemhilte	Krièmhilt
,	$_	,	,
wie	AVW	wie	wiè
si	PPER.Fem.Nom.Sg.3	si	ër
züge	VVFIN.Subj.Past.Sg.3	züge	zièhen
einen	DIART.Masc.Akk.Sg.st	einen	èin
valken	NA.Masc.Akk.Sg.wk	valken	valke
starc	ADJN	starc	stark
schoen	ADJN.Masc.Akk.Sg.*	schoene	schoène
und	KON	und	unte
wilde	ADJD.Pos	wilde	wilde
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
ir	DPOSA	ire	ire
zwêne	CARDA.Masc.Nom.Pl.st	zwêne	zwêne
arn	NA.Masc.Nom.Pl.st	arne	arn
erkrummen	VVFIN.Subj.Past.Pl.3	erkrümben	erkrimmen
;	$_	;	;
daz	KOUS	daz	dazz
si	PPER.Fem.Nom.Sg.3	si	ër
daz	DDS.Neut.Akk.Sg.*	daz	dër
muoste	VMFIN.*.Past.Sg.3	muoste	müèzen
sehen	VVINF	sehen	sëhen
,	$_	,	,
ir	PPER.Fem.Dat.Sg.3	ir	ër
enkünde	PTKNEG|VMFIN.*.Past.Sg.3	en|kunde	ne|kunnen
in	APPR	in	in
dirre	DDA.Fem.Dat.Sg.*	dirre	dise
werlde	NA.Fem.Dat.Sg.st	werlte	wërelt
leider	AVD	leider	lèider
nimmer	AVD	niemer	nièmer
geschehen	VVINF	geschehen	geschëhen
.	$_	.	.
	
den	DDART.Masc.Akk.Sg.*	den	dër
troum	NA.Masc.Akk.Sg.st	troum	troum
si	PPER.Fem.Nom.Sg.3	si	ër
dô	AVD	dô	dô
sagete	VVFIN.*.Past.Sg.3	sagete	sagen
ir	DPOSA.Fem.Gen.Sg.*	ire	ire
muoter	NA.Fem.Gen.Sg.st	muoter	muoter
uoten	NA.Fem.Dat.Sg.st	vuoten	vuote
.	$_	.	.
	
sine	PPER.*.Nom.Pl.3|PTKNEG	si|ne	ër|ne
kunden	VMFIN.*.Past.Pl.3	kunden	kunnen
niht	PTKNEG	niht	niht
beschaiden	VVINF	bescheiden	beschèiden
baz	AVD.Comp	baz	bazz
der	DDART.Fem.Dat.Sg.*	der	dër
guoten	ADJA.Pos.Fem.Dat.Sg.wk	guoten	guot
:	$_	:	:
<	KON	und	unte
der	DDART.Masc.Nom.Sg.*	der	dër
valke	NA.Masc.Nom.Sg.wk	valke	valke
,	$_	,	,
den	DRELS.Masc.Akk.Sg	den	dër
du	PPER.*.Nom.Sg.2	dû	dû
ziuhest	VVFIN.Ind.Pres.Sg.2	ziuhest	zièhen
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
ein	DIART	ein	èin
edel	ADJA.Pos.Masc.Nom.Sg.*	edel	èdele
man	NA.Masc.Nom.Sg.st	man	mann
:	$_	:	:
in	PPER.Masc.Akk.Sg.3	in	ër
welle	VMFIN.Subj.Pres.Sg.3	welle	wèllen
got	NA.Masc.Nom.Sg.st	got	got
behüeten	VVINF	behüeten	behüèten
,	$_	,	,
du	PPER.*.Nom.Sg.2	dû	dû
muost	VMFIN.Ind.Pres.Sg.2	muost	müèzen
in	PPER.Masc.Akk.Sg.3	in	ër
schiere	AVD	schiere	schière
vloren	VVPP	verloren	verlièsen
hân.>	VAINF	hân	haben
<waz	PW.Neut.Akk.Sg.st	waz	wër
saget	VVFIN.*.Pres.Pl.2	saget	sagen
ir	PPER.*.Nom.Pl.2	ir	ir
mir	PPER.*.Dat.Sg.1	mir	ich
von	APPR	von	von
manne	NA.Masc.Dat.Sg.st	manne	mann
,	$_	,	,
vil	AVD	vile	vile
liebiu	ADJA.Pos.Fem.Nom.Sg.st	liebiu	lièb
muoter	NA.Fem.Nom.Sg.st	muoter	muoter
mîn	DPOSN.Fem.Nom.Sg.*	mîn	mîn
?	$_	?	?
	
âne	APPR	âne	âne
recken	NA.Masc.Gen.Sg.wk	recken	rècke
minne	NA.Fem.Akk.Sg.st	minne	minne
sô	AVD	sô	sô
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
ich	PPER.*.Nom.Sg.1	ich	ich
immer	AVD	iemer	ièmer
sîn	VAINF	sîn	sîn
.	$_	.	.
	
sus	AVD	sus	sus
schoen	ADJD.Pos	schoene	schoène
ich	PPER.*.Nom.Sg.1	ich	ich
wil	VMFIN.Ind.Pres.Sg.1	wile	wèllen
belîben	VVINF	belîben	belîben
unz	AVD	unz	unze
an	APPR	an	ane
mînen	DPOSA.Masc.Akk.Sg.st	mînen	mîn
tôt	NA.Masc.Akk.Sg.st	tôt	tôd
,	$_	,	,
daz	KOUS	daz	dazz
ich	PPER.*.Nom.Sg.1	ich	ich
von	APPR	von	von
recken	NA.Masc.Dat.Pl.wk	recken	rècke
minne	NA.Fem.Akk.Sg.st	minne	minne
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
gewinnen	VVINF	gewinnen	gewinnen
nimmer	AVD	niemer	nièmer
nôt.>	NA.Fem.Akk.Sg.st	nôt	<unknown>
<nune	AVD|PTKNEG	<unknown>	<unknown>
versprich	VVIMP.Sg.2	versprich	versprëchen
ez	PPER.Neut.Akk.Sg.3	ez	ër
niht	PTKNEG	niht	niht
ze	PTKA	ze	ze
sêre,>	AVD	sêre	sêre
sprach	VVFIN.Ind.Past.Sg.3	sprach	sprëchen
ir	DPOSA	ire	ire
muoter	NA.Fem.Nom.Sg.st	muoter	muoter
dô	AVD	dô	dô
<	AVD	an	ane
soltu	VMFIN.Ind.Pres.Sg.2|PPER.*.Nom.Sg.2	solt|dû	solen|dû
immer	AVD	iemer	ièmer
herzenlîche	AVD	herzenlîche	hërzenlîche
zer	APPR|DDART.Fem.Dat.Sg.*	ze|der	ze|dër
werlde	NA.Fem.Dat.Sg.st	werlte	wërelt
werden	VAINF	werden	wërden
vrô	ADJD.Pos	vrô	vrô
,	$_	,	,
daz	DDS.Neut.Nom.Sg.*	daz	dër
kumt	VVFIN.Ind.Pres.Sg.3	kumet	komen
von	APPR	von	von
mannes	NA.Masc.Gen.Sg.st	mannes	mann
minne	NA.Fem.Dat.Sg.st	minne	minne
du	PPER.*.Nom.Sg.2	dû	dû
wirst	VAFIN.Ind.Pres.Sg.2	wirdest	wërden
ein	DIART	ein	èin
schoene	ADJA.Pos.Neut.Nom.Sg.wk	schoene	schoène
wîp	NA.Neut.Nom.Sg.st	wîp	wîb
,	$_	,	,
ob	KOUS	ob	obe
dir	PPER.*.Dat.Sg.2	dir	dû
got	NA.Masc.Nom.Sg.st	got	got
gefüeget	VVPP	gevüeget	vüègen
eins	DIART.Masc.Gen.Sg.st	eines	èin
rehte	AVD	rehte	rëhte
guoten	ADJA.Pos.Masc.Gen.Sg.wk	guoten	guot
ritters	NA.Masc.Gen.Sg.st	ritters	rîtære
lîp.>	NA.Masc.Akk.Sg.st	lîp	lîb
<	APPR	umbe	in
die	DDART.Fem.Akk.Sg.*	die	dër
rede	NA.Fem.Akk.Sg.st	rede	rède
lât	VVFIN.Ind.Pres.Sg.3	lât	lâzen
belîben	VVINF	belîben	belîben
,	$_	,	,
vil	AVD	vile	vile
liebiu	ADJA.Pos.Fem.Nom.Sg.st	liebiu	lièb
frouwe	NA.Fem.Nom.Sg.*	vrouwe	vrouwe
mîn	DPOSN.Fem.Nom.Sg.*	mîn	mîn
.	$_	.	.
	
ez	PPER.Neut.Nom.Sg.3	ez	ër
ist	VAFIN.Ind.Pres.Sg.3	ist	sîn
an	APPR	an	ane
manegen	DIA.*.Dat.Pl.st	manigen	manig
wîben	NA.Neut.Dat.Pl.st	wîben	wîb
vil	AVD	vile	vile
dicke	AVD	dicke	dicke
worden	VAPP	worden	wërden
schîn	ADJD.Pos	schîn	schîn
,	$_	,	,
wie	AVW	wie	wiè
liebe	AVD	liebe	lièbe
mit	APPR	mit	mit
leide	NA.Fem.Dat.Sg.st	leide	lèide
ze	PTKA	ze	ze
jungest	AVD.Sup	jungest	jungeste
lônen	VVINF	lônen	lônen
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
:	$_	:	:
ich	PPER.*.Nom.Sg.1	ich	ich
sol	VMFIN.Ind.Pres.Sg.1	sol	solen
si	PPER.Fem.Akk.Sg.3	si	ër
mîden	VVINF	mîden	mîden
beide	KON	beide	bèide
,	$_	,	,
sône	AVD|PTKNEG	sô|ne	sô|ne
kan	VMFIN.Ind.Pres.Sg.3	kan	kunnen
mir	PPER.*.Dat.Sg.1	mir	ich
